season_year,week,full_name,team,receiving_tar,receiving_rec,receiving_yds,receiving_tds,air_yds,yac_yds,fpts_ppr
2016,13,Michael Floyd,ARI,8,3,18,1,73,8,10.8
2016,14,Michael Floyd,ARI,3,2,18,0,37,4,3.8
2016,16,Michael Floyd,NE,2,1,6,0,33,0,1.6
2016,17,Michael Floyd,NE,4,3,36,1,26,14,12.6
2016,1,Brian Quick,LA,5,3,23,0,39,6,5.3
2016,2,Brian Quick,LA,1,1,8,0,8,0,1.8
2016,3,Brian Quick,LA,2,2,53,1,48,5,13.3
2016,4,Brian Quick,LA,6,2,69,2,100,52,20.9
2016,5,Brian Quick,LA,4,3,51,0,73,16,8.1
2016,6,Brian Quick,LA,5,5,61,0,22,39,11.1
2016,7,Brian Quick,LA,9,4,92,0,140,10,13.2
2016,9,Brian Quick,LA,6,4,48,0,107,15,8.8
2016,10,Brian Quick,LA,4,2,16,0,23,3,3.6
2016,11,Brian Quick,LA,5,3,21,0,50,4,5.1
2016,12,Brian Quick,LA,3,1,3,0,10,0,1.3
2016,13,Brian Quick,LA,8,5,48,0,70,10,9.8
2016,14,Brian Quick,LA,3,1,10,0,18,4,2
2016,15,Brian Quick,LA,5,3,46,0,58,12,7.6
2016,16,Brian Quick,LA,4,0,0,0,35,0,0
2016,17,Brian Quick,LA,7,2,15,0,64,1,3.5
2016,4,Kendall Wright,TEN,3,2,14,0,39,5,3.4
2016,5,Kendall Wright,TEN,1,1,9,0,5,4,1.9
2016,6,Kendall Wright,TEN,9,8,133,1,126,16,27.3
2016,7,Kendall Wright,TEN,4,2,12,0,29,0,3.2
2016,8,Kendall Wright,TEN,5,4,84,1,75,22,19.9
2016,9,Kendall Wright,TEN,5,2,64,0,39,40,8.4
2016,10,Kendall Wright,TEN,3,2,8,1,3,8,8.8
2016,11,Kendall Wright,TEN,6,4,52,0,38,18,9.2
2016,12,Kendall Wright,TEN,1,0,0,0,45,0,0
2016,15,Kendall Wright,TEN,2,2,19,0,13,6,3.9
2016,16,Kendall Wright,TEN,4,2,21,0,23,5,4.1
2016,14,Nick Williams,ATL,5,4,49,0,26,35,8.9
2016,17,Nick Williams,ATL,2,1,10,0,11,6,2
2016,1,Adam Thielen,MIN,5,4,54,0,60,5,9.4
2016,2,Adam Thielen,MIN,5,4,41,0,61,6,8.1
2016,3,Adam Thielen,MIN,4,3,29,0,31,1,5.9
2016,4,Adam Thielen,MIN,3,2,21,0,44,16,4.1
2016,5,Adam Thielen,MIN,8,7,127,1,129,31,25.7
2016,7,Adam Thielen,MIN,5,2,52,0,70,10,7.2
2016,8,Adam Thielen,MIN,5,3,40,0,75,9,7
2016,9,Adam Thielen,MIN,6,4,68,0,66,25,10.8
2016,10,Adam Thielen,MIN,4,3,21,1,8,16,12.2
2016,11,Adam Thielen,MIN,5,5,65,1,53,12,17.5
2016,12,Adam Thielen,MIN,11,8,53,0,32,34,13.3
2016,13,Adam Thielen,MIN,9,7,86,0,105,21,13.6
2016,14,Adam Thielen,MIN,5,4,101,0,77,42,14.1
2016,15,Adam Thielen,MIN,1,0,0,0,18,0,0
2016,16,Adam Thielen,MIN,15,12,202,2,157,70,44.6
2016,17,Adam Thielen,MIN,1,1,7,0,6,1,1.7
2016,11,Marquess Wilson,CHI,4,1,35,0,92,7,4.5
2016,12,Marquess Wilson,CHI,11,8,125,1,158,43,26.5
2016,13,Marquess Wilson,CHI,1,0,0,0,22,0,0
2016,2,Marquise Goodwin,BUF,5,2,112,1,133,33,19.2
2016,3,Marquise Goodwin,BUF,5,1,6,0,123,1,1.6
2016,4,Marquise Goodwin,BUF,5,1,12,0,78,0,2.2
2016,5,Marquise Goodwin,BUF,6,2,13,1,31,2,9.3
2016,6,Marquise Goodwin,BUF,4,2,22,0,34,2,4.2
2016,7,Marquise Goodwin,BUF,7,4,93,1,70,73,19.3
2016,9,Marquise Goodwin,BUF,5,4,43,0,71,7,8.3
2016,11,Marquise Goodwin,BUF,3,2,15,0,36,0,3.5
2016,12,Marquise Goodwin,BUF,4,2,13,0,31,2,3.3
2016,13,Marquise Goodwin,BUF,8,4,35,0,133,0,7.5
2016,14,Marquise Goodwin,BUF,2,0,0,0,39,0,0
2016,15,Marquise Goodwin,BUF,4,3,43,0,52,4,7.3
2016,16,Marquise Goodwin,BUF,5,1,16,0,112,0,2.6
2016,17,Marquise Goodwin,BUF,5,1,8,0,54,2,1.8
2016,1,Kenny Stills,MIA,5,1,16,0,154,0,2.6
2016,2,Kenny Stills,MIA,4,2,39,1,86,5,11.9
2016,3,Kenny Stills,MIA,8,5,76,0,64,23,12.6
2016,4,Kenny Stills,MIA,3,1,74,1,55,30,14.4
2016,5,Kenny Stills,MIA,1,0,0,0,29,0,0
2016,6,Kenny Stills,MIA,3,2,12,0,22,4,3.2
2016,7,Kenny Stills,MIA,8,5,100,1,122,41,21
2016,9,Kenny Stills,MIA,1,1,11,0,7,4,2.1
2016,10,Kenny Stills,MIA,3,2,47,1,63,0,12.7
2016,11,Kenny Stills,MIA,9,4,33,0,76,17,7.3
2016,12,Kenny Stills,MIA,6,3,72,1,99,25,16.2
2016,13,Kenny Stills,MIA,5,2,21,0,48,8,4.1
2016,14,Kenny Stills,MIA,7,6,97,1,96,12,21.7
2016,15,Kenny Stills,MIA,3,1,52,1,79,15,12.2
2016,16,Kenny Stills,MIA,8,3,35,1,86,1,12.5
2016,17,Kenny Stills,MIA,7,4,41,1,74,8,14.1
2016,5,Tavarres King,NYG,1,0,0,0,26,0,0
2016,10,Tavarres King,NYG,2,1,6,0,55,1,1.6
2016,17,Tavarres King,NYG,1,1,44,0,39,5,5.4
2016,1,Charles Johnson,MIN,6,1,5,0,98,5,1.5
2016,2,Charles Johnson,MIN,2,2,15,0,9,6,3.5
2016,3,Charles Johnson,MIN,2,0,0,0,31,0,0
2016,4,Charles Johnson,MIN,4,2,70,0,88,17,9
2016,5,Charles Johnson,MIN,1,1,2,0,-2,4,1.2
2016,7,Charles Johnson,MIN,1,0,0,0,34,0,0
2016,8,Charles Johnson,MIN,0,0,0,0,NA,NA,0
2016,9,Charles Johnson,MIN,3,1,9,0,45,6,1.9
2016,12,Charles Johnson,MIN,2,2,12,0,11,1,3.2
2016,13,Charles Johnson,MIN,5,3,36,0,79,4,6.6
2016,14,Charles Johnson,MIN,1,1,6,0,6,0,1.6
2016,15,Charles Johnson,MIN,5,5,50,0,27,23,10
2016,16,Charles Johnson,MIN,4,1,16,0,65,3,2.6
2016,17,Charles Johnson,MIN,1,1,11,0,10,1,2.1
2016,1,Russell Shepard,TB,0,0,0,0,NA,NA,0.9
2016,2,Russell Shepard,TB,2,2,16,0,11,5,3.6
2016,3,Russell Shepard,TB,2,1,6,0,15,0,1.6
2016,5,Russell Shepard,TB,0,0,0,0,NA,NA,0
2016,7,Russell Shepard,TB,6,5,77,1,73,23,18.7
2016,8,Russell Shepard,TB,3,2,24,1,65,5,10.4
2016,11,Russell Shepard,TB,4,3,54,0,67,6,8.4
2016,12,Russell Shepard,TB,3,2,23,0,44,6,4.3
2016,13,Russell Shepard,TB,2,1,15,0,16,3,2.5
2016,14,Russell Shepard,TB,3,1,17,0,39,0,2.7
2016,15,Russell Shepard,TB,3,1,19,0,68,3,2.9
2016,16,Russell Shepard,TB,5,3,61,0,64,15,9.1
2016,17,Russell Shepard,TB,7,2,29,0,86,10,4.9
2016,5,Rashad Ross,WAS,1,1,8,0,7,1,1.8
2016,10,Rashad Ross,WAS,0,0,0,0,NA,NA,0
2016,1,Keenan Allen,SD,7,6,63,0,50,18,12.3
2016,6,Cobi Hamilton,PIT,2,2,36,1,32,4,11.6
2016,7,Cobi Hamilton,PIT,6,3,36,0,95,0,6.6
2016,9,Cobi Hamilton,PIT,1,0,0,0,29,0,0
2016,10,Cobi Hamilton,PIT,1,1,39,0,35,4,4.9
2016,11,Cobi Hamilton,PIT,5,2,11,0,24,5,3.1
2016,12,Cobi Hamilton,PIT,1,1,5,0,5,0,1.5
2016,13,Cobi Hamilton,PIT,3,2,11,0,12,3,3.1
2016,14,Cobi Hamilton,PIT,2,1,15,0,14,1,2.5
2016,15,Cobi Hamilton,PIT,2,1,21,0,32,1,3.1
2016,16,Cobi Hamilton,PIT,1,1,6,0,3,3,1.6
2016,17,Cobi Hamilton,PIT,4,3,54,1,88,1,14.4
2016,1,Jaron Brown,ARI,2,1,18,0,27,0,2.8
2016,2,Jaron Brown,ARI,2,2,78,1,58,20,15.8
2016,3,Jaron Brown,ARI,6,3,49,0,67,24,7.9
2016,4,Jaron Brown,ARI,5,1,7,0,67,2,1.7
2016,5,Jaron Brown,ARI,3,0,0,0,47,0,0
2016,6,Jaron Brown,ARI,5,4,35,0,25,12,7.5
2016,1,Robert Woods,BUF,5,4,20,0,29,0,6
2016,2,Robert Woods,BUF,2,1,10,0,28,-3,2
2016,3,Robert Woods,BUF,8,6,51,0,95,16,11.1
2016,4,Robert Woods,BUF,10,7,89,0,100,19,15.9
2016,5,Robert Woods,BUF,6,2,26,0,71,5,4.6
2016,6,Robert Woods,BUF,6,5,44,1,30,19,16
2016,8,Robert Woods,BUF,7,4,50,0,87,0,9
2016,9,Robert Woods,BUF,13,10,162,0,200,35,26.2
2016,11,Robert Woods,BUF,3,3,41,0,22,19,7.1
2016,14,Robert Woods,BUF,3,1,29,0,54,2,3.9
2016,15,Robert Woods,BUF,2,1,5,0,9,0,1.5
2016,16,Robert Woods,BUF,6,3,43,0,47,11,7.3
2016,17,Robert Woods,BUF,5,4,43,0,65,1,8.3
2016,1,Quinton Patton,SF,5,5,60,0,34,26,11
2016,2,Quinton Patton,SF,6,3,25,0,23,15,5.5
2016,3,Quinton Patton,SF,4,1,8,0,46,0,1.8
2016,4,Quinton Patton,SF,3,1,13,0,48,2,2.3
2016,5,Quinton Patton,SF,2,2,16,0,11,5,3.6
2016,6,Quinton Patton,SF,7,4,52,0,31,48,9.2
2016,7,Quinton Patton,SF,4,3,13,0,11,12,4.3
2016,9,Quinton Patton,SF,9,6,106,0,98,61,16.6
2016,10,Quinton Patton,SF,9,3,52,0,134,18,8.2
2016,11,Quinton Patton,SF,5,2,17,0,73,2,3.7
2016,12,Quinton Patton,SF,1,1,12,0,22,1,2.2
2016,14,Quinton Patton,SF,6,4,31,0,31,19,7.1
2016,15,Quinton Patton,SF,2,2,3,0,7,-4,2.3
2016,3,Markus Wheaton,PIT,5,1,2,0,51,0,1.2
2016,4,Markus Wheaton,PIT,1,1,30,1,30,0,12
2016,5,Markus Wheaton,PIT,3,2,19,0,47,8,3.9
2016,1,Brice Butler,DAL,2,1,16,0,31,4,2.6
2016,2,Brice Butler,DAL,1,0,0,0,3,0,0
2016,3,Brice Butler,DAL,1,0,0,0,31,0,0
2016,4,Brice Butler,DAL,9,5,41,1,61,3,15.1
2016,5,Brice Butler,DAL,3,2,20,0,20,0,4
2016,6,Brice Butler,DAL,3,1,20,1,67,0,9
2016,8,Brice Butler,DAL,3,1,19,0,26,0,2.9
2016,9,Brice Butler,DAL,1,1,9,0,7,2,1.9
2016,11,Brice Butler,DAL,2,2,49,0,42,7,6.9
2016,12,Brice Butler,DAL,2,0,0,0,58,0,0
2016,14,Brice Butler,DAL,1,0,0,0,31,0,0
2016,15,Brice Butler,DAL,1,1,21,0,21,0,3.1
2016,16,Brice Butler,DAL,1,1,21,1,21,0,9.1
2016,17,Brice Butler,DAL,2,1,3,0,17,3,1.3
2016,5,Justin Hunter,BUF,1,1,4,1,4,0,7.4
2016,6,Justin Hunter,BUF,2,1,30,1,36,0,10
2016,7,Justin Hunter,BUF,4,2,25,0,63,5,4.5
2016,8,Justin Hunter,BUF,5,1,7,0,79,0,1.7
2016,9,Justin Hunter,BUF,1,1,5,1,4,1,7.5
2016,12,Justin Hunter,BUF,1,1,16,1,16,0,8.6
2016,13,Justin Hunter,BUF,4,1,22,0,50,6,3.2
2016,14,Justin Hunter,BUF,0,0,0,0,22,0,0
2016,15,Justin Hunter,BUF,3,1,16,0,25,2,2.6
2016,17,Justin Hunter,BUF,2,1,64,0,59,16,7.4
2016,1,Tavon Austin,LA,12,4,13,0,77,13,5.5
2016,2,Tavon Austin,LA,9,5,50,0,100,13,10.6
2016,3,Tavon Austin,LA,8,5,82,1,63,33,21.4
2016,4,Tavon Austin,LA,6,2,14,0,67,12,2.8
2016,5,Tavon Austin,LA,10,7,59,0,47,17,15.5
2016,6,Tavon Austin,LA,4,3,24,0,12,18,5.6
2016,7,Tavon Austin,LA,15,10,57,1,82,55,22.7
2016,9,Tavon Austin,LA,2,1,17,0,62,2,2.8
2016,10,Tavon Austin,LA,7,2,19,0,39,25,4.9
2016,11,Tavon Austin,LA,2,1,21,0,17,17,3.9
2016,12,Tavon Austin,LA,4,4,45,1,26,19,15.5
2016,14,Tavon Austin,LA,11,7,62,0,80,19,15.9
2016,15,Tavon Austin,LA,5,3,14,0,35,6,5.7
2016,16,Tavon Austin,LA,7,2,14,0,37,1,12
2016,17,Tavon Austin,LA,4,2,18,0,21,22,2
2016,1,Terrance Williams,DAL,4,3,34,0,45,9,6.4
2016,3,Terrance Williams,DAL,4,4,88,0,47,41,10.8
2016,4,Terrance Williams,DAL,6,4,44,1,65,7,14.4
2016,5,Terrance Williams,DAL,5,5,70,0,53,17,12
2016,6,Terrance Williams,DAL,5,4,75,0,69,20,11.5
2016,8,Terrance Williams,DAL,7,2,25,0,89,10,4.5
2016,9,Terrance Williams,DAL,3,2,19,0,30,9,3.9
2016,10,Terrance Williams,DAL,1,1,5,0,-2,7,1.5
2016,11,Terrance Williams,DAL,2,1,11,0,22,5,2.1
2016,12,Terrance Williams,DAL,2,1,10,1,45,0,8
2016,13,Terrance Williams,DAL,3,2,13,0,33,1,3.3
2016,14,Terrance Williams,DAL,6,5,76,1,72,9,18.6
2016,15,Terrance Williams,DAL,4,3,30,0,26,16,6
2016,16,Terrance Williams,DAL,4,4,61,0,44,17,10.1
2016,17,Terrance Williams,DAL,5,3,33,1,80,3,12.3
2016,1,DeAndre Hopkins,HOU,8,5,54,1,92,0,16.4
2016,2,DeAndre Hopkins,HOU,11,7,113,1,130,26,24.3
2016,3,DeAndre Hopkins,HOU,8,4,56,0,104,1,9.6
2016,4,DeAndre Hopkins,HOU,6,1,4,0,69,1,1.4
2016,5,DeAndre Hopkins,HOU,9,5,56,1,74,18,16.6
2016,6,DeAndre Hopkins,HOU,15,9,71,0,148,20,16.1
2016,7,DeAndre Hopkins,HOU,12,5,36,0,180,13,8.6
2016,8,DeAndre Hopkins,HOU,7,4,44,0,79,12,8.4
2016,10,DeAndre Hopkins,HOU,13,5,48,0,141,18,9.8
2016,11,DeAndre Hopkins,HOU,6,5,58,0,47,19,10.8
2016,12,DeAndre Hopkins,HOU,10,5,70,0,197,29,12
2016,13,DeAndre Hopkins,HOU,8,3,58,1,93,14,14.8
2016,14,DeAndre Hopkins,HOU,4,2,33,0,75,9,5.3
2016,15,DeAndre Hopkins,HOU,17,8,87,0,196,9,16.7
2016,16,DeAndre Hopkins,HOU,6,3,43,0,48,21,7.3
2016,17,DeAndre Hopkins,HOU,11,7,123,0,120,69,19.3
2016,1,Cordarrelle Patterson,MIN,1,1,6,0,6,0,2.4
2016,2,Cordarrelle Patterson,MIN,0,0,0,0,NA,NA,-0.2
2016,3,Cordarrelle Patterson,MIN,1,1,8,0,0,8,1.8
2016,4,Cordarrelle Patterson,MIN,6,5,38,0,1,43,9
2016,5,Cordarrelle Patterson,MIN,6,4,39,1,26,27,14.6
2016,7,Cordarrelle Patterson,MIN,7,7,67,1,33,34,19.7
2016,8,Cordarrelle Patterson,MIN,3,3,36,0,2,34,6.6
2016,9,Cordarrelle Patterson,MIN,8,6,45,0,39,45,10.5
2016,10,Cordarrelle Patterson,MIN,4,3,17,0,21,14,4.7
2016,11,Cordarrelle Patterson,MIN,8,4,53,0,28,53,15.3
2016,12,Cordarrelle Patterson,MIN,5,5,15,0,14,6,8.7
2016,13,Cordarrelle Patterson,MIN,3,2,10,0,14,4,3.6
2016,14,Cordarrelle Patterson,MIN,4,3,18,0,9,14,4.8
2016,15,Cordarrelle Patterson,MIN,8,5,49,0,56,35,9.9
2016,16,Cordarrelle Patterson,MIN,4,2,13,0,46,2,3.3
2016,17,Cordarrelle Patterson,MIN,2,1,39,0,50,10,4.9
2016,1,Willie Snead,NO,9,9,172,1,116,56,32.2
2016,2,Willie Snead,NO,8,5,54,1,62,19,16.4
2016,4,Willie Snead,NO,1,1,23,0,8,15,3.3
2016,6,Willie Snead,NO,7,4,47,0,69,18,8.7
2016,7,Willie Snead,NO,11,9,87,0,64,35,17.7
2016,8,Willie Snead,NO,8,6,56,0,35,41,11.6
2016,9,Willie Snead,NO,7,3,36,0,52,10,6.6
2016,10,Willie Snead,NO,7,5,47,2,49,17,21.7
2016,11,Willie Snead,NO,5,4,33,0,8,25,7.3
2016,12,Willie Snead,NO,7,5,38,0,29,29,14.8
2016,13,Willie Snead,NO,6,2,38,0,55,8,5.8
2016,14,Willie Snead,NO,8,6,85,0,67,23,14.5
2016,15,Willie Snead,NO,11,8,76,0,97,23,15.6
2016,16,Willie Snead,NO,5,2,21,0,37,1,4.1
2016,17,Willie Snead,NO,4,3,82,0,17,67,11.2
2016,1,Albert Wilson,KC,5,3,1,0,16,5,3.1
2016,2,Albert Wilson,KC,3,2,11,0,11,9,3.1
2016,4,Albert Wilson,KC,8,5,52,0,44,21,10.2
2016,6,Albert Wilson,KC,1,1,26,0,22,4,3.6
2016,7,Albert Wilson,KC,1,1,4,0,0,4,1.4
2016,9,Albert Wilson,KC,8,3,42,1,135,19,12.7
2016,10,Albert Wilson,KC,7,4,25,0,60,19,6.5
2016,11,Albert Wilson,KC,4,4,19,1,10,9,11.9
2016,12,Albert Wilson,KC,6,2,6,0,31,8,2.6
2016,13,Albert Wilson,KC,4,4,48,0,28,20,20.3
2016,14,Albert Wilson,KC,1,0,0,0,4,0,0
2016,15,Albert Wilson,KC,1,0,0,0,5,0,0
2016,16,Albert Wilson,KC,1,1,3,0,-2,5,1.3
2016,17,Albert Wilson,KC,1,1,42,0,-3,45,5.2
2016,3,Bennie Fowler,DEN,1,1,13,0,7,6,2.3
2016,4,Bennie Fowler,DEN,3,0,0,0,61,0,0
2016,5,Bennie Fowler,DEN,2,2,13,0,13,0,3.3
2016,6,Bennie Fowler,DEN,7,3,22,1,78,0,11.2
2016,7,Bennie Fowler,DEN,1,1,7,0,6,1,1.7
2016,8,Bennie Fowler,DEN,1,0,0,0,9,0,0
2016,9,Bennie Fowler,DEN,1,1,4,0,2,2,1.4
2016,10,Bennie Fowler,DEN,0,0,0,0,NA,NA,0
2016,12,Bennie Fowler,DEN,2,1,76,1,50,55,14.6
2016,14,Bennie Fowler,DEN,4,1,5,0,41,0,1.5
2016,16,Bennie Fowler,DEN,2,1,5,0,19,0,1.5
2016,17,Bennie Fowler,DEN,0,0,0,0,NA,NA,0
2016,9,Isaiah Burse,SD,0,0,0,0,NA,NA,0
2016,10,Isaiah Burse,SD,1,0,0,0,21,0,0
2016,12,Isaiah Burse,SD,0,0,0,0,NA,NA,0
2016,13,Isaiah Burse,SD,0,0,0,0,NA,NA,0
2016,14,Isaiah Burse,SD,0,0,0,0,NA,NA,0
2016,15,Isaiah Burse,SD,0,0,0,0,NA,NA,0
2016,16,Isaiah Burse,SD,0,0,0,0,NA,NA,0
2016,17,Isaiah Burse,SD,3,0,0,0,43,0,0
2016,9,Jeremy Butler,SD,1,1,5,0,4,1,1.5
2016,12,Jeremy Butler,SD,1,1,6,0,6,0,1.6
2016,4,Freddie Martino,TB,1,0,0,0,8,0,0
2016,9,Freddie Martino,TB,2,1,9,0,6,3,1.9
2016,10,Freddie Martino,TB,1,1,43,1,37,6,11.3
2016,13,Freddie Martino,TB,4,4,56,0,42,14,9.6
2016,14,Freddie Martino,TB,1,0,0,0,NA,NA,0
2016,15,Freddie Martino,TB,1,1,25,0,18,7,3.5
2016,17,Freddie Martino,TB,1,1,9,0,9,0,1.9
2016,2,Brandon Coleman,NO,4,2,15,0,50,1,3.5
2016,3,Brandon Coleman,NO,8,7,78,0,74,16,14.8
2016,4,Brandon Coleman,NO,3,2,17,0,34,7,3.7
2016,6,Brandon Coleman,NO,2,1,6,0,16,1,1.6
2016,7,Brandon Coleman,NO,1,1,10,1,10,0,8
2016,8,Brandon Coleman,NO,2,2,44,0,34,10,6.4
2016,9,Brandon Coleman,NO,2,2,25,0,5,20,4.5
2016,10,Brandon Coleman,NO,1,1,19,0,17,2,2.9
2016,11,Brandon Coleman,NO,2,1,9,1,44,0,7.9
2016,12,Brandon Coleman,NO,1,1,3,1,3,0,7.3
2016,14,Brandon Coleman,NO,8,5,47,0,95,10,9.7
2016,15,Brandon Coleman,NO,1,0,0,0,12,0,0
2016,16,Brandon Coleman,NO,0,0,0,0,NA,NA,0
2016,17,Brandon Coleman,NO,3,1,8,0,31,7,1.8
2016,1,Allen Hurns,JAC,5,4,75,0,41,39,11.5
2016,2,Allen Hurns,JAC,10,5,64,0,120,6,11.4
2016,3,Allen Hurns,JAC,8,4,40,0,95,10,8
2016,4,Allen Hurns,JAC,4,2,47,1,24,46,12.7
2016,6,Allen Hurns,JAC,11,5,74,0,96,29,12.4
2016,7,Allen Hurns,JAC,7,4,45,0,48,20,8.5
2016,8,Allen Hurns,JAC,11,7,98,1,87,37,22.8
2016,9,Allen Hurns,JAC,4,0,0,0,54,0,0
2016,10,Allen Hurns,JAC,7,2,13,0,84,6,3.3
2016,11,Allen Hurns,JAC,2,1,9,0,23,3,1.9
2016,12,Allen Hurns,JAC,7,1,12,1,77,15,8.2
2016,17,Tony Washington,JAC,1,1,9,0,-2,11,1.9
2016,1,Josh Huff,PHI,3,0,0,0,4,0,0
2016,2,Josh Huff,PHI,1,1,-1,0,-1,0,0.9
2016,3,Josh Huff,PHI,5,4,20,0,5,20,6
2016,5,Josh Huff,PHI,3,3,5,1,-7,12,10.5
2016,6,Josh Huff,PHI,0,0,0,0,NA,NA,0
2016,7,Josh Huff,PHI,4,4,39,0,-6,45,13.9
2016,8,Josh Huff,PHI,1,1,9,0,-3,12,1.9
2016,14,Josh Huff,TB,2,1,17,0,17,0,3.2
2016,15,Josh Huff,TB,1,0,0,0,21,0,0
2016,16,Josh Huff,TB,3,2,24,0,44,25,4.4
2016,3,Jeff Janis,GB,0,0,0,0,NA,NA,0
2016,5,Jeff Janis,GB,0,0,0,0,NA,NA,0
2016,6,Jeff Janis,GB,2,2,14,0,9,5,3.4
2016,7,Jeff Janis,GB,5,2,9,0,19,4,2.9
2016,8,Jeff Janis,GB,4,4,30,1,30,0,13
2016,9,Jeff Janis,GB,2,1,25,0,71,15,3.5
2016,10,Jeff Janis,GB,3,0,0,0,21,0,0
2016,11,Jeff Janis,GB,1,0,0,0,39,0,0
2016,12,Jeff Janis,GB,1,1,7,0,2,5,1.7
2016,13,Jeff Janis,GB,0,0,0,0,NA,NA,1.9
2016,14,Jeff Janis,GB,0,0,0,0,NA,NA,7.9
2016,15,Jeff Janis,GB,0,0,0,0,NA,NA,0
2016,16,Jeff Janis,GB,1,1,8,0,7,1,1.8
2016,17,Jeff Janis,GB,0,0,0,0,NA,NA,0
2016,1,Jared Abbrederis,GB,1,1,8,0,6,2,1.8
2016,6,Jared Abbrederis,GB,1,0,0,0,3,0,0
2016,1,Quincy Enunwa,NYJ,8,7,54,1,31,25,18.4
2016,2,Quincy Enunwa,NYJ,6,6,92,0,77,15,15.2
2016,3,Quincy Enunwa,NYJ,11,4,37,0,108,20,7.7
2016,4,Quincy Enunwa,NYJ,7,6,60,0,44,20,12
2016,5,Quincy Enunwa,NYJ,7,4,51,0,49,26,9.1
2016,6,Quincy Enunwa,NYJ,5,3,42,0,37,20,7.2
2016,7,Quincy Enunwa,NYJ,4,2,73,1,16,63,15.3
2016,8,Quincy Enunwa,NYJ,11,4,93,1,122,43,19.3
2016,9,Quincy Enunwa,NYJ,4,1,25,0,44,9,3.5
2016,10,Quincy Enunwa,NYJ,6,1,7,0,39,0,1.7
2016,12,Quincy Enunwa,NYJ,5,5,109,1,99,10,21.9
2016,13,Quincy Enunwa,NYJ,2,1,10,0,17,8,2
2016,14,Quincy Enunwa,NYJ,7,3,29,0,68,13,5.9
2016,15,Quincy Enunwa,NYJ,9,5,64,0,61,38,11.4
2016,16,Quincy Enunwa,NYJ,5,1,30,0,52,7,5.2
2016,17,Quincy Enunwa,NYJ,8,5,81,0,75,35,13.1
2016,15,Michael Campanaro,BAL,1,0,0,0,NA,NA,3.9
2016,16,Michael Campanaro,BAL,0,0,0,0,NA,NA,2.3
2016,17,Michael Campanaro,BAL,0,0,0,0,NA,NA,1
2016,1,John Brown,ARI,4,1,8,0,84,0,1.8
2016,2,John Brown,ARI,3,1,14,0,64,0,2.4
2016,3,John Brown,ARI,11,6,70,0,184,6,13
2016,4,John Brown,ARI,16,10,144,0,173,41,24.4
2016,5,John Brown,ARI,4,1,11,0,74,8,2.1
2016,6,John Brown,ARI,7,5,54,0,75,0,10.4
2016,8,John Brown,ARI,4,4,49,1,29,20,14.9
2016,10,John Brown,ARI,4,2,30,0,48,1,6
2016,11,John Brown,ARI,4,0,0,0,51,0,0
2016,12,John Brown,ARI,2,1,19,0,45,6,2.9
2016,13,John Brown,ARI,1,0,0,0,7,0,0
2016,14,John Brown,ARI,0,0,0,0,11,0,0
2016,15,John Brown,ARI,6,5,81,1,99,16,19.1
2016,16,John Brown,ARI,2,1,12,0,22,0,2.2
2016,17,John Brown,ARI,4,2,25,0,51,1,4.5
2016,6,De'Anthony Thomas,KC,2,2,14,0,14,0,3.4
2016,7,De'Anthony Thomas,KC,2,2,12,0,-3,15,3.2
2016,8,De'Anthony Thomas,KC,1,0,0,0,12,0,0.2
2016,9,De'Anthony Thomas,KC,0,0,0,0,NA,NA,0
2016,11,De'Anthony Thomas,KC,0,0,0,0,NA,NA,0
2016,12,De'Anthony Thomas,KC,1,1,4,0,1,3,1.4
2016,13,De'Anthony Thomas,KC,0,0,0,0,NA,NA,2.3
2016,14,De'Anthony Thomas,KC,1,1,1,0,1,0,1.1
2016,15,De'Anthony Thomas,KC,2,1,4,0,7,6,1.8
2016,17,De'Anthony Thomas,KC,0,0,0,0,NA,NA,0
2016,1,Ryan Grant,WAS,1,0,0,0,1,0,0
2016,2,Ryan Grant,WAS,1,1,5,0,5,0,1.5
2016,3,Ryan Grant,WAS,1,0,0,0,23,0,0
2016,6,Ryan Grant,WAS,1,0,0,0,NA,NA,0
2016,7,Ryan Grant,WAS,2,1,5,0,16,4,1.5
2016,8,Ryan Grant,WAS,2,1,17,0,27,0,2.7
2016,10,Ryan Grant,WAS,3,0,0,0,31,0,0
2016,11,Ryan Grant,WAS,1,1,4,0,3,1,1.4
2016,12,Ryan Grant,WAS,1,0,0,0,20,0,0
2016,13,Ryan Grant,WAS,2,2,20,0,5,15,4
2016,15,Ryan Grant,WAS,0,0,0,0,NA,NA,0
2016,16,Ryan Grant,WAS,4,3,25,0,37,5,5.5
2016,1,Corey Brown,CAR,2,1,11,0,4,7,2.1
2016,2,Corey Brown,CAR,6,3,15,0,36,5,4.5
2016,3,Corey Brown,CAR,5,4,57,0,61,15,9.7
2016,4,Corey Brown,CAR,7,5,48,1,71,13,15.8
2016,5,Corey Brown,CAR,4,2,13,0,44,0,3.3
2016,6,Corey Brown,CAR,4,2,33,0,54,12,3.3
2016,8,Corey Brown,CAR,5,1,3,0,35,3,1.3
2016,9,Corey Brown,CAR,2,1,11,0,4,10,2.1
2016,10,Corey Brown,CAR,1,1,3,0,0,3,1.3
2016,11,Corey Brown,CAR,3,0,0,0,21,0,0
2016,12,Corey Brown,CAR,0,0,0,0,NA,NA,0
2016,13,Corey Brown,CAR,2,0,0,0,13,0,-0.3
