season_year,week,full_name,team,receiving_tar,receiving_rec,receiving_yds,receiving_tds,air_yds,yac_yds,fpts_ppr
2016,14,Corey Brown,CAR,3,1,8,0,48,8,2.7
2016,15,Corey Brown,CAR,4,3,42,0,40,6,7.2
2016,16,Corey Brown,CAR,2,1,12,0,56,4,2.2
2016,17,Corey Brown,CAR,3,2,20,0,52,21,4
2016,1,Seth Roberts,OAK,4,2,19,1,29,7,9.9
2016,2,Seth Roberts,OAK,6,3,25,0,58,17,5.5
2016,3,Seth Roberts,OAK,6,2,27,1,48,22,10.7
2016,4,Seth Roberts,OAK,3,3,12,1,5,7,10.2
2016,5,Seth Roberts,OAK,3,2,22,0,21,2,4.2
2016,6,Seth Roberts,OAK,6,3,29,0,34,28,5.9
2016,7,Seth Roberts,OAK,9,4,42,0,52,21,8.2
2016,8,Seth Roberts,OAK,7,3,69,1,90,30,15.9
2016,9,Seth Roberts,OAK,3,3,32,0,26,6,6.2
2016,11,Seth Roberts,OAK,3,1,6,0,33,2,1.6
2016,12,Seth Roberts,OAK,4,3,31,1,25,10,14.1
2016,13,Seth Roberts,OAK,5,2,18,0,47,10,5.8
2016,14,Seth Roberts,OAK,9,2,12,0,105,7,3.2
2016,15,Seth Roberts,OAK,3,2,27,0,27,13,4.7
2016,16,Seth Roberts,OAK,3,0,0,0,33,0,0
2016,17,Seth Roberts,OAK,3,3,26,0,13,13,5.6
2016,13,T.J. Jones,DET,4,3,49,0,28,21,7.9
2016,16,T.J. Jones,DET,6,1,9,0,78,5,1.9
2016,17,T.J. Jones,DET,4,1,35,0,59,4,4.5
2016,2,Taylor Gabriel,ATL,3,3,28,0,18,10,5.8
2016,3,Taylor Gabriel,ATL,3,2,33,0,48,3,5.3
2016,4,Taylor Gabriel,ATL,3,3,49,0,41,8,7.9
2016,6,Taylor Gabriel,ATL,2,1,6,0,21,3,1.6
2016,8,Taylor Gabriel,ATL,3,3,68,1,52,16,15.8
2016,9,Taylor Gabriel,ATL,5,5,52,0,40,12,18.6
2016,10,Taylor Gabriel,ATL,5,1,76,1,83,55,14.6
2016,12,Taylor Gabriel,ATL,5,4,75,2,11,72,26.2
2016,13,Taylor Gabriel,ATL,6,5,44,0,36,20,9.4
2016,14,Taylor Gabriel,ATL,6,3,82,1,75,33,17.2
2016,15,Taylor Gabriel,ATL,6,3,60,1,107,33,15
2016,16,Taylor Gabriel,ATL,4,3,15,0,0,19,4.5
2016,1,Odell Beckham,NYG,8,4,73,0,84,16,11.3
2016,2,Odell Beckham,NYG,11,8,86,0,107,21,16.6
2016,3,Odell Beckham,NYG,11,7,121,0,114,45,19.1
2016,4,Odell Beckham,NYG,9,3,23,0,155,6,5.3
2016,5,Odell Beckham,NYG,12,5,56,1,89,22,16.6
2016,6,Odell Beckham,NYG,10,8,222,2,121,128,40.2
2016,7,Odell Beckham,NYG,9,5,49,0,97,5,9.9
2016,9,Odell Beckham,NYG,10,4,46,2,120,26,20.6
2016,10,Odell Beckham,NYG,11,10,97,1,97,22,25.7
2016,11,Odell Beckham,NYG,7,5,46,0,65,2,9.6
2016,12,Odell Beckham,NYG,11,6,96,2,128,59,27.6
2016,13,Odell Beckham,NYG,16,10,100,0,135,23,20
2016,14,Odell Beckham,NYG,9,4,94,1,123,68,19.4
2016,15,Odell Beckham,NYG,8,6,64,1,77,16,19.3
2016,16,Odell Beckham,NYG,20,11,150,0,233,58,26
2016,17,Odell Beckham,NYG,7,5,44,0,58,17,9.4
2016,1,Brandin Cooks,NO,9,6,143,2,109,74,33.4
2016,2,Brandin Cooks,NO,9,7,68,0,78,25,13.8
2016,3,Brandin Cooks,NO,8,2,13,0,105,11,3.9
2016,4,Brandin Cooks,NO,6,3,31,0,47,3,6.1
2016,6,Brandin Cooks,NO,9,7,173,1,152,102,30.5
2016,7,Brandin Cooks,NO,9,7,58,1,79,9,18.8
2016,8,Brandin Cooks,NO,6,4,44,1,78,19,14.4
2016,9,Brandin Cooks,NO,6,5,66,0,91,5,11.6
2016,10,Brandin Cooks,NO,5,3,98,1,129,5,18.8
2016,11,Brandin Cooks,NO,8,7,42,0,29,13,11.9
2016,13,Brandin Cooks,NO,9,7,73,0,137,6,14.7
2016,14,Brandin Cooks,NO,10,5,61,0,161,7,11.1
2016,15,Brandin Cooks,NO,8,7,186,2,111,84,37.6
2016,16,Brandin Cooks,NO,9,5,98,0,155,10,14.8
2016,17,Brandin Cooks,NO,6,3,19,0,68,7,4.9
2016,1,Paul Richardson,SEA,2,1,11,0,20,2,2.1
2016,2,Paul Richardson,SEA,6,3,35,0,101,4,6.5
2016,3,Paul Richardson,SEA,0,0,0,0,NA,NA,0
2016,4,Paul Richardson,SEA,1,1,27,0,25,2,3.7
2016,7,Paul Richardson,SEA,2,1,10,0,19,4,2
2016,8,Paul Richardson,SEA,3,2,33,0,13,25,5.3
2016,9,Paul Richardson,SEA,1,1,15,0,15,0,2.5
2016,10,Paul Richardson,SEA,3,2,52,0,40,18,7.2
2016,11,Paul Richardson,SEA,3,1,6,0,63,3,1.6
2016,12,Paul Richardson,SEA,3,1,17,0,72,0,2.7
2016,14,Paul Richardson,SEA,0,0,0,0,40,0,0
2016,16,Paul Richardson,SEA,5,4,42,1,51,13,14.2
2016,17,Paul Richardson,SEA,7,4,40,0,36,25,8.5
2016,3,Walt Powell,BUF,5,3,28,0,21,15,5.8
2016,4,Walt Powell,BUF,5,4,22,0,42,9,6.2
2016,5,Walt Powell,BUF,1,0,0,0,6,0,0
2016,7,Walt Powell,BUF,4,2,23,0,59,11,4.3
2016,8,Walt Powell,BUF,8,3,59,0,161,8,8.9
2016,9,Walt Powell,BUF,1,1,9,0,9,0,1.9
2016,12,Walt Powell,BUF,1,1,1,0,-1,2,1.1
2016,1,James Wright,CIN,1,1,7,0,-1,8,1.1
2016,2,James Wright,CIN,1,1,10,0,2,8,2
2016,3,James Wright,CIN,1,1,10,0,10,0,2
2016,6,James Wright,CIN,1,1,1,0,1,0,1.1
2016,7,James Wright,CIN,2,0,0,0,60,0,0
2016,8,James Wright,CIN,0,0,0,0,NA,NA,0
2016,11,James Wright,CIN,3,2,22,0,48,1,4.2
2016,12,James Wright,CIN,6,3,23,0,62,5,5.3
2016,13,James Wright,CIN,2,2,20,0,10,10,4
2016,15,James Wright,CIN,1,1,5,0,5,0,1.5
2016,16,James Wright,CIN,1,1,8,0,5,3,1.8
2016,17,James Wright,CIN,0,0,0,0,NA,NA,0
2016,1,Jordan Matthews,PHI,14,7,114,1,153,28,24.4
2016,2,Jordan Matthews,PHI,9,6,71,0,80,39,13.1
2016,3,Jordan Matthews,PHI,3,2,19,1,39,8,9.9
2016,5,Jordan Matthews,PHI,4,4,65,0,52,13,10.5
2016,6,Jordan Matthews,PHI,7,3,75,0,120,21,10.5
2016,7,Jordan Matthews,PHI,4,3,10,0,24,3,4
2016,8,Jordan Matthews,PHI,14,11,65,1,63,23,23.5
2016,9,Jordan Matthews,PHI,10,6,88,0,148,28,14.8
2016,10,Jordan Matthews,PHI,10,6,73,0,117,16,13.3
2016,11,Jordan Matthews,PHI,10,5,59,0,69,11,10.9
2016,12,Jordan Matthews,PHI,4,4,47,0,40,7,8.7
2016,14,Jordan Matthews,PHI,10,8,79,0,79,21,15.9
2016,15,Jordan Matthews,PHI,11,6,27,0,32,20,8.7
2016,16,Jordan Matthews,PHI,6,2,12,0,92,4,3.2
2016,7,Devin Street,IND,3,1,20,0,39,2,3
2016,8,Devin Street,IND,3,0,0,0,28,0,0
2016,1,Sammy Watkins,BUF,6,4,43,0,61,7,8.3
2016,2,Sammy Watkins,BUF,5,2,20,0,105,0,4
2016,12,Sammy Watkins,BUF,3,3,80,0,64,16,11
2016,13,Sammy Watkins,BUF,9,3,38,0,103,4,6.8
2016,14,Sammy Watkins,BUF,6,4,54,1,74,12,15.4
2016,15,Sammy Watkins,BUF,4,1,10,0,31,0,2
2016,16,Sammy Watkins,BUF,10,7,154,1,226,11,28.4
2016,17,Sammy Watkins,BUF,9,4,31,0,81,2,7.1
2016,1,Donte Moncrief,IND,7,6,64,1,70,15,18.4
2016,2,Donte Moncrief,IND,3,1,9,0,31,1,1.9
2016,8,Donte Moncrief,IND,9,4,41,1,81,9,14
2016,9,Donte Moncrief,IND,6,3,55,1,62,13,14.5
2016,11,Donte Moncrief,IND,7,4,37,1,54,3,13.7
2016,12,Donte Moncrief,IND,11,6,45,1,133,28,16.5
2016,13,Donte Moncrief,IND,6,4,26,1,26,8,12.6
2016,14,Donte Moncrief,IND,4,0,0,0,63,0,0
2016,16,Donte Moncrief,IND,3,2,30,1,58,1,11
2016,1,Cody Latimer,DEN,0,0,0,0,NA,NA,0
2016,2,Cody Latimer,DEN,2,2,12,0,11,1,3.2
2016,3,Cody Latimer,DEN,1,1,10,0,10,0,2
2016,4,Cody Latimer,DEN,2,0,0,0,26,0,0
2016,5,Cody Latimer,DEN,0,0,0,0,NA,NA,0
2016,10,Cody Latimer,DEN,0,0,0,0,NA,NA,0
2016,13,Cody Latimer,DEN,1,1,10,0,10,0,2
2016,14,Cody Latimer,DEN,2,1,16,0,14,6,2.6
2016,15,Cody Latimer,DEN,0,0,0,0,NA,NA,0
2016,16,Cody Latimer,DEN,2,0,0,0,18,0,0
2016,17,Cody Latimer,DEN,5,3,28,0,101,17,5.8
2016,1,Kelvin Benjamin,CAR,12,6,91,1,107,26,21.1
2016,2,Kelvin Benjamin,CAR,9,7,108,2,113,11,29.8
2016,3,Kelvin Benjamin,CAR,1,0,0,0,14,0,0
2016,4,Kelvin Benjamin,CAR,7,3,39,1,72,12,12.9
2016,5,Kelvin Benjamin,CAR,9,5,70,0,86,4,12
2016,6,Kelvin Benjamin,CAR,14,8,86,0,184,15,16.6
2016,8,Kelvin Benjamin,CAR,5,2,73,0,96,36,9.3
2016,9,Kelvin Benjamin,CAR,7,5,76,0,81,24,12.6
2016,10,Kelvin Benjamin,CAR,12,7,84,0,118,28,13.4
2016,11,Kelvin Benjamin,CAR,4,3,56,0,53,17,8.6
2016,12,Kelvin Benjamin,CAR,5,2,53,1,86,2,13.3
2016,13,Kelvin Benjamin,CAR,9,2,18,0,143,2,3.8
2016,14,Kelvin Benjamin,CAR,4,1,11,0,34,3,2.1
2016,15,Kelvin Benjamin,CAR,4,2,20,0,19,7,4
2016,16,Kelvin Benjamin,CAR,8,4,63,1,107,18,16.3
2016,17,Kelvin Benjamin,CAR,7,6,93,1,70,33,21.3
2016,1,Davante Adams,GB,7,3,50,1,131,6,14
2016,2,Davante Adams,GB,7,3,26,0,77,6,3.6
2016,3,Davante Adams,GB,2,2,23,1,14,9,10.3
2016,5,Davante Adams,GB,8,5,85,1,93,27,19.5
2016,6,Davante Adams,GB,3,2,34,0,38,1,5.4
2016,7,Davante Adams,GB,16,13,132,2,161,29,38.2
2016,8,Davante Adams,GB,14,12,74,0,63,58,19.4
2016,9,Davante Adams,GB,8,4,41,1,90,28,14.1
2016,10,Davante Adams,GB,9,6,156,0,166,76,21.6
2016,11,Davante Adams,GB,6,3,42,0,36,29,7.2
2016,12,Davante Adams,GB,6,5,113,2,89,25,28.3
2016,13,Davante Adams,GB,7,1,17,0,187,1,2.7
2016,14,Davante Adams,GB,6,4,104,1,113,41,20.4
2016,15,Davante Adams,GB,6,2,25,0,89,14,4.5
2016,16,Davante Adams,GB,7,4,44,1,55,15,14.4
2016,17,Davante Adams,GB,9,6,31,2,36,21,23.1
2016,1,Jarvis Landry,MIA,10,7,59,0,28,40,12.9
2016,2,Jarvis Landry,MIA,13,10,137,0,81,64,21.7
2016,3,Jarvis Landry,MIA,12,7,120,1,138,43,26.6
2016,4,Jarvis Landry,MIA,10,7,61,0,58,25,13.1
2016,5,Jarvis Landry,MIA,3,3,28,0,20,8,6
2016,6,Jarvis Landry,MIA,9,7,91,0,60,42,16.1
2016,7,Jarvis Landry,MIA,8,5,78,0,81,31,14.8
2016,9,Jarvis Landry,MIA,6,3,33,0,36,29,6.3
2016,10,Jarvis Landry,MIA,6,6,53,0,35,18,11.3
2016,11,Jarvis Landry,MIA,5,5,28,1,9,19,13.8
2016,12,Jarvis Landry,MIA,7,4,47,0,72,11,8.7
2016,13,Jarvis Landry,MIA,14,11,87,0,66,62,19.6
2016,14,Jarvis Landry,MIA,6,4,103,0,40,81,12.3
2016,15,Jarvis Landry,MIA,4,3,108,1,30,81,19.8
2016,16,Jarvis Landry,MIA,6,3,29,0,33,33,5.9
2016,17,Jarvis Landry,MIA,12,9,76,1,54,31,22.6
2016,1,Mike Evans,TB,7,5,99,1,123,8,20.9
2016,2,Mike Evans,TB,17,6,70,1,244,4,19
2016,3,Mike Evans,TB,13,10,132,1,121,27,29.2
2016,4,Mike Evans,TB,11,5,59,0,197,3,10.9
2016,5,Mike Evans,TB,12,6,89,1,227,1,20.9
2016,7,Mike Evans,TB,13,8,96,2,170,15,29.6
2016,8,Mike Evans,TB,11,4,50,0,194,0,11
2016,9,Mike Evans,TB,17,11,150,2,213,47,38
2016,10,Mike Evans,TB,5,4,66,0,65,1,10.6
2016,11,Mike Evans,TB,13,6,105,0,231,15,16.5
2016,12,Mike Evans,TB,11,8,104,2,142,14,30.4
2016,13,Mike Evans,TB,6,3,38,0,54,14,8.8
2016,14,Mike Evans,TB,8,4,42,0,95,0,8.2
2016,15,Mike Evans,TB,8,4,59,0,170,5,9.9
2016,16,Mike Evans,TB,8,7,97,1,114,18,22.7
2016,17,Mike Evans,TB,11,5,65,1,140,7,17.5
2016,1,Allen Robinson,JAC,15,6,72,0,242,17,13.2
2016,2,Allen Robinson,JAC,5,3,54,0,56,21,8.4
2016,3,Allen Robinson,JAC,11,7,57,2,112,11,24.7
2016,4,Allen Robinson,JAC,10,5,55,1,140,1,16.5
2016,6,Allen Robinson,JAC,6,3,49,0,97,2,7.9
2016,7,Allen Robinson,JAC,8,2,9,0,89,0,2.9
2016,8,Allen Robinson,JAC,15,6,70,0,172,10,13
2016,9,Allen Robinson,JAC,11,7,76,1,162,15,20.6
2016,10,Allen Robinson,JAC,13,9,107,1,155,21,27.7
2016,11,Allen Robinson,JAC,7,3,18,1,104,7,10.8
2016,12,Allen Robinson,JAC,4,2,24,0,57,2,4.4
2016,13,Allen Robinson,JAC,10,3,31,0,97,17,6.1
2016,14,Allen Robinson,JAC,3,1,17,0,37,4,2.7
2016,15,Allen Robinson,JAC,8,2,15,0,124,2,3.5
2016,16,Allen Robinson,JAC,12,9,147,0,169,42,23.7
2016,17,Allen Robinson,JAC,12,5,82,0,156,38,13.2
2016,1,Marqise Lee,JAC,4,2,22,0,18,14,4.2
2016,2,Marqise Lee,JAC,7,5,75,0,74,39,12.5
2016,3,Marqise Lee,JAC,7,5,44,0,81,43,9.4
2016,4,Marqise Lee,JAC,6,4,28,0,22,14,6.8
2016,6,Marqise Lee,JAC,6,6,61,0,47,14,12.1
2016,7,Marqise Lee,JAC,8,7,107,0,77,65,17.7
2016,8,Marqise Lee,JAC,3,1,21,0,28,9,1.1
2016,9,Marqise Lee,JAC,8,4,84,0,123,25,13.5
2016,10,Marqise Lee,JAC,6,4,50,0,111,3,9.6
2016,11,Marqise Lee,JAC,8,4,52,1,113,9,15.8
2016,12,Marqise Lee,JAC,6,4,37,1,62,4,13.9
2016,13,Marqise Lee,JAC,9,3,34,0,97,4,7.4
2016,14,Marqise Lee,JAC,8,5,113,0,153,45,16.3
2016,15,Marqise Lee,JAC,3,0,0,0,50,0,6
2016,16,Marqise Lee,JAC,7,3,37,1,107,4,17.5
2016,17,Marqise Lee,JAC,9,6,86,0,93,46,14.6
2016,1,Quan Bray,IND,0,0,0,0,NA,NA,0
2016,2,Quan Bray,IND,1,1,7,0,7,0,1.7
2016,3,Quan Bray,IND,0,0,0,0,NA,NA,0
2016,4,Quan Bray,IND,0,0,0,0,NA,NA,0
2016,5,Quan Bray,IND,3,2,29,0,19,13,5.6
2016,6,Quan Bray,IND,0,0,0,0,NA,NA,0
2016,1,Amari Cooper,OAK,11,6,137,0,91,65,21.7
2016,2,Amari Cooper,OAK,9,5,71,0,82,35,12.1
2016,3,Amari Cooper,OAK,9,4,62,0,154,14,10.2
2016,4,Amari Cooper,OAK,6,5,48,0,50,16,9.8
2016,5,Amari Cooper,OAK,12,6,138,1,163,50,27.8
2016,6,Amari Cooper,OAK,13,10,129,0,135,22,22.9
2016,7,Amari Cooper,OAK,5,4,29,0,9,22,6.9
2016,8,Amari Cooper,OAK,15,12,173,1,165,59,35.3
2016,9,Amari Cooper,OAK,8,6,56,0,52,26,11.6
2016,11,Amari Cooper,OAK,5,4,57,1,65,32,15.7
2016,12,Amari Cooper,OAK,7,4,22,0,35,11,6.2
2016,13,Amari Cooper,OAK,4,2,59,1,48,22,13.9
2016,14,Amari Cooper,OAK,10,5,29,0,83,12,7.9
2016,15,Amari Cooper,OAK,3,1,28,0,31,17,3.8
2016,16,Amari Cooper,OAK,6,4,72,0,67,13,11.2
2016,17,Amari Cooper,OAK,8,4,39,1,63,14,13.9
2016,1,Kevin White,CHI,7,3,34,0,89,7,6.4
2016,2,Kevin White,CHI,6,4,36,0,63,11,8.5
2016,3,Kevin White,CHI,14,6,62,0,174,11,12.2
2016,4,Kevin White,CHI,9,6,55,0,86,25,11.5
2016,2,DeVante Parker,MIA,13,8,106,0,178,27,18.6
2016,3,DeVante Parker,MIA,6,3,51,1,95,5,14.1
2016,4,DeVante Parker,MIA,3,2,20,0,13,15,4
2016,5,DeVante Parker,MIA,3,2,70,0,56,18,9
2016,6,DeVante Parker,MIA,7,5,28,0,57,9,7.8
2016,7,DeVante Parker,MIA,4,3,20,0,49,3,5
2016,9,DeVante Parker,MIA,4,2,8,0,45,0,2.8
2016,10,DeVante Parker,MIA,8,5,103,0,71,55,15.3
2016,11,DeVante Parker,MIA,10,8,79,1,145,8,21.9
2016,12,DeVante Parker,MIA,6,3,64,0,129,5,9.4
2016,13,DeVante Parker,MIA,4,3,34,1,53,9,12.4
2016,14,DeVante Parker,MIA,3,2,14,0,18,1,3.4
2016,15,DeVante Parker,MIA,3,1,17,0,50,4,2.7
2016,16,DeVante Parker,MIA,7,4,85,1,58,59,18.5
2016,17,DeVante Parker,MIA,7,5,45,0,31,18,9.5
2016,1,Nelson Agholor,PHI,5,4,57,1,56,4,15.7
2016,2,Nelson Agholor,PHI,7,4,42,0,106,19,8.2
2016,3,Nelson Agholor,PHI,3,3,21,0,8,13,5.1
2016,5,Nelson Agholor,PHI,7,2,27,0,120,2,5.2
2016,6,Nelson Agholor,PHI,4,3,34,0,32,4,6.4
2016,7,Nelson Agholor,PHI,6,2,10,0,96,0,3
2016,8,Nelson Agholor,PHI,4,3,25,0,24,3,5.5
2016,9,Nelson Agholor,PHI,7,4,41,0,44,21,8.1
2016,10,Nelson Agholor,PHI,5,2,7,0,21,3,2.7
2016,11,Nelson Agholor,PHI,3,0,0,0,54,0,2
2016,13,Nelson Agholor,PHI,5,4,23,0,17,6,6.7
2016,14,Nelson Agholor,PHI,4,2,22,0,23,16,4.2
2016,15,Nelson Agholor,PHI,4,1,9,0,33,4,2
2016,16,Nelson Agholor,PHI,5,2,47,1,97,3,13.2
2016,17,Nelson Agholor,PHI,0,0,0,0,NA,NA,-0.1
2016,2,Jaelen Strong,HOU,1,0,0,0,6,0,0
2016,3,Jaelen Strong,HOU,4,1,15,0,30,0,2.5
2016,4,Jaelen Strong,HOU,6,5,31,0,28,12,8.1
2016,5,Jaelen Strong,HOU,9,5,39,0,68,15,8.9
2016,6,Jaelen Strong,HOU,2,1,36,0,37,4,4.6
2016,7,Jaelen Strong,HOU,2,2,10,0,9,1,3
2016,1,Justin Hardy,ATL,2,1,0,0,12,1,1
2016,2,Justin Hardy,ATL,3,1,8,1,31,1,7.8
2016,3,Justin Hardy,ATL,2,2,26,1,18,8,10.6
2016,4,Justin Hardy,ATL,0,0,0,0,NA,NA,0
2016,6,Justin Hardy,ATL,3,3,30,0,23,7,6
2016,7,Justin Hardy,ATL,2,2,6,0,6,0,2.6
2016,8,Justin Hardy,ATL,1,1,13,0,11,2,2.3
2016,12,Justin Hardy,ATL,4,3,47,0,53,5,7.7
2016,13,Justin Hardy,ATL,3,1,5,0,13,1,1.5
2016,14,Justin Hardy,ATL,2,2,9,1,7,2,8.9
2016,15,Justin Hardy,ATL,2,1,16,0,20,5,2.6
2016,16,Justin Hardy,ATL,0,0,0,0,NA,NA,0
2016,17,Justin Hardy,ATL,7,4,43,1,73,16,14.3
2016,1,Stefon Diggs,MIN,9,7,103,0,115,24,17.2
2016,2,Stefon Diggs,MIN,11,9,182,1,114,76,33.2
2016,3,Stefon Diggs,MIN,7,4,40,0,51,3,8
2016,4,Stefon Diggs,MIN,7,5,47,0,44,21,9.6
2016,7,Stefon Diggs,MIN,5,2,18,0,72,1,3.8
2016,8,Stefon Diggs,MIN,13,8,76,1,156,10,21.6
2016,9,Stefon Diggs,MIN,14,13,80,0,40,40,22.2
2016,10,Stefon Diggs,MIN,15,13,164,0,141,69,29.4
2016,11,Stefon Diggs,MIN,7,6,37,0,38,26,9.7
2016,13,Stefon Diggs,MIN,8,8,59,0,30,29,13.9
2016,14,Stefon Diggs,MIN,5,3,55,0,68,9,8.5
2016,15,Stefon Diggs,MIN,5,2,13,0,57,7,3.3
2016,16,Stefon Diggs,MIN,6,4,29,1,31,4,12.9
2016,4,Keith Mumphery,HOU,0,0,0,0,NA,NA,0
2016,6,Keith Mumphery,HOU,0,0,0,0,NA,NA,0
2016,11,Keith Mumphery,HOU,2,2,12,0,8,4,3.2
2016,13,Keith Mumphery,HOU,0,0,0,0,NA,NA,0
2016,14,Keith Mumphery,HOU,2,2,16,0,8,8,3.6
2016,15,Keith Mumphery,HOU,2,1,11,0,12,3,2.1
2016,16,Keith Mumphery,HOU,2,2,7,0,8,-1,2.7
2016,17,Keith Mumphery,HOU,4,3,23,0,21,6,5.3
2016,13,Shane Wynn,JAC,0,0,0,0,NA,NA,0.5
2016,14,Shane Wynn,JAC,3,1,19,0,25,12,2.9
2016,2,Jordan Taylor,DEN,1,1,20,0,16,4,3
2016,4,Jordan Taylor,DEN,1,1,9,0,0,9,1.9
2016,6,Jordan Taylor,DEN,3,1,1,0,51,-3,-0.9
2016,8,Jordan Taylor,DEN,1,1,35,0,4,31,4.5
2016,9,Jordan Taylor,DEN,1,1,6,0,6,0,1.6
2016,10,Jordan Taylor,DEN,2,2,32,1,30,2,11.2
2016,12,Jordan Taylor,DEN,4,1,6,1,27,0,7.6
2016,14,Jordan Taylor,DEN,4,3,18,0,25,0,4.8
2016,15,Jordan Taylor,DEN,1,1,15,0,15,0,2.5
2016,16,Jordan Taylor,DEN,4,1,26,0,62,22,3.6
2016,17,Jordan Taylor,DEN,3,3,41,0,24,17,7.1
2016,1,Lucky Whitehead,DAL,0,0,0,0,NA,NA,0
2016,2,Lucky Whitehead,DAL,0,0,0,0,NA,NA,0
2016,3,Lucky Whitehead,DAL,0,0,0,0,NA,NA,0.3
2016,4,Lucky Whitehead,DAL,0,0,0,0,NA,NA,0.8
2016,5,Lucky Whitehead,DAL,0,0,0,0,NA,NA,0.9
2016,6,Lucky Whitehead,DAL,1,1,35,0,18,17,7.1
2016,8,Lucky Whitehead,DAL,0,0,0,0,NA,NA,1.7
2016,9,Lucky Whitehead,DAL,0,0,0,0,NA,NA,0.2
2016,10,Lucky Whitehead,DAL,1,1,5,0,-1,6,1.5
2016,11,Lucky Whitehead,DAL,0,0,0,0,NA,NA,0
2016,12,Lucky Whitehead,DAL,0,0,0,0,NA,NA,1.5
2016,13,Lucky Whitehead,DAL,0,0,0,0,NA,NA,-1.4
2016,15,Lucky Whitehead,DAL,0,0,0,0,NA,NA,-0.4
2016,16,Lucky Whitehead,DAL,0,0,0,0,NA,NA,0
2016,17,Lucky Whitehead,DAL,1,1,8,0,-3,11,1.8
2016,1,Eli Rogers,PIT,7,6,59,1,33,35,17.9
2016,2,Eli Rogers,PIT,3,1,9,0,39,1,1.9
2016,3,Eli Rogers,PIT,5,2,32,0,74,7,5.2
2016,6,Eli Rogers,PIT,5,4,35,0,32,10,7.5
2016,9,Eli Rogers,PIT,10,6,103,0,132,28,16.3
2016,10,Eli Rogers,PIT,5,4,42,1,32,12,14.2
2016,11,Eli Rogers,PIT,6,4,20,0,42,11,6
2016,12,Eli Rogers,PIT,2,2,36,0,18,18,5.6
2016,13,Eli Rogers,PIT,3,1,18,0,29,21,2.8
2016,14,Eli Rogers,PIT,3,3,20,0,7,13,5
2016,15,Eli Rogers,PIT,6,5,75,1,76,7,18.5
2016,16,Eli Rogers,PIT,5,4,84,0,57,32,13
2016,17,Eli Rogers,PIT,6,6,61,0,52,9,12.1
2016,3,Bradley Marquez,LA,2,1,12,0,8,8,2.2
2016,5,Bradley Marquez,LA,0,0,0,0,NA,NA,0.2
2016,6,Bradley Marquez,LA,1,1,13,0,5,8,2.3
2016,7,Bradley Marquez,LA,1,0,0,0,15,0,0
2016,9,Bradley Marquez,LA,1,0,0,0,10,0,0
2016,11,Bradley Marquez,LA,0,0,0,0,NA,NA,0
2016,12,Bradley Marquez,LA,1,1,12,0,6,6,2.2
2016,13,Bradley Marquez,LA,1,0,0,0,5,0,0
2016,15,Bradley Marquez,LA,0,0,0,0,NA,NA,0
2016,10,Chris Harper,SF,1,0,0,0,13,0,0
2016,11,Chris Harper,SF,2,2,35,0,6,29,5.5
2016,12,Chris Harper,SF,4,2,32,0,41,11,5.2
2016,13,Chris Harper,SF,2,1,6,0,9,1,1.6
2016,14,Chris Harper,SF,5,1,8,0,43,0,1.8
2016,15,Chris Harper,SF,3,3,26,0,11,15,5.6
2016,16,Chris Harper,SF,1,1,1,0,1,0,1.1
2016,17,Chris Harper,SF,3,3,25,0,17,8,5.5
2016,17,Damiere Byrd,CAR,1,1,16,0,13,3,2.6
2016,3,Cameron Meredith,CHI,3,2,24,0,50,3,2.4
2016,4,Cameron Meredith,CHI,5,4,28,0,17,16,6.8
2016,5,Cameron Meredith,CHI,12,9,130,1,97,59,26.6
2016,6,Cameron Meredith,CHI,15,11,113,0,103,72,22.3
2016,7,Cameron Meredith,CHI,2,1,12,0,64,0,2.2
2016,8,Cameron Meredith,CHI,2,1,24,0,66,0,3.4
2016,10,Cameron Meredith,CHI,2,1,50,1,59,0,12
2016,11,Cameron Meredith,CHI,4,4,49,0,49,0,8.9
2016,12,Cameron Meredith,CHI,9,2,19,0,77,2,3.9
2016,13,Cameron Meredith,CHI,4,3,67,0,49,18,9.7
2016,14,Cameron Meredith,CHI,8,6,72,1,53,36,19.2
2016,15,Cameron Meredith,CHI,13,9,104,0,94,48,19.4
2016,16,Cameron Meredith,CHI,12,9,135,1,128,45,28.5
2016,17,Cameron Meredith,CHI,6,4,61,0,65,10,14.18
2016,15,Devin Smith,NYJ,0,0,0,0,NA,NA,0
2016,16,Devin Smith,NYJ,3,1,20,0,49,6,3
2016,1,Jamison Crowder,WAS,10,6,58,0,58,27,11.8
2016,2,Jamison Crowder,WAS,8,6,39,1,92,7,15.9
2016,3,Jamison Crowder,WAS,7,4,78,1,27,65,17.8
2016,4,Jamison Crowder,WAS,3,2,21,0,27,10,4.1
2016,5,Jamison Crowder,WAS,3,3,35,0,25,10,12.5
2016,6,Jamison Crowder,WAS,4,3,52,1,41,15,13.3
2016,7,Jamison Crowder,WAS,9,7,108,0,89,49,17.8
2016,8,Jamison Crowder,WAS,13,9,107,1,93,69,25.7
2016,10,Jamison Crowder,WAS,6,4,37,1,68,7,14.4
2016,11,Jamison Crowder,WAS,3,3,102,1,70,32,19.2
2016,12,Jamison Crowder,WAS,10,8,88,0,41,55,16.8
2016,13,Jamison Crowder,WAS,8,3,42,1,53,14,13.2
2016,14,Jamison Crowder,WAS,5,2,37,0,73,0,5.7
