"full_name","variable","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17"
"Devin Smith","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA
"Devin Smith","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"Devin Smith","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
"Devin Street","receiving_tar",NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Street","receiving_rec",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Street","receiving_yds",NA,NA,NA,NA,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Street","receiving_tds",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Street","air_yds",NA,NA,NA,NA,NA,NA,39,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Street","yac_yds",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Street","fpts_ppr",NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dez Bryant","receiving_tar",5,12,6,NA,NA,NA,NA,14,4,9,8,7,6,9,10,5,1
"Dez Bryant","receiving_rec",1,7,3,NA,NA,NA,NA,4,1,6,6,5,4,1,8,4,0
"Dez Bryant","receiving_yds",8,102,40,NA,NA,NA,NA,113,19,116,80,72,84,10,82,70,0
"Dez Bryant","receiving_tds",0,0,1,NA,NA,NA,NA,1,0,1,2,0,1,0,0,2,0
"Dez Bryant","air_yds",127,128,62,NA,NA,NA,NA,237,54,155,94,85,90,157,85,100,16
"Dez Bryant","yac_yds",-3,14,9,NA,NA,NA,NA,17,0,15,21,11,27,3,20,6,0
"Dez Bryant","fpts_ppr",1.8,17.2,13,NA,NA,NA,NA,21.3,2.9,23.6,26,12.2,18.4,0,16.2,27.4,0
"Dezmin Lewis","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"Dezmin Lewis","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Dezmin Lewis","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Dezmin Lewis","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Dezmin Lewis","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
"Dezmin Lewis","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Dezmin Lewis","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Donte Moncrief","receiving_tar",7,3,NA,NA,NA,NA,NA,9,6,NA,7,11,6,4,NA,3,NA
"Donte Moncrief","receiving_rec",6,1,NA,NA,NA,NA,NA,4,3,NA,4,6,4,0,NA,2,NA
"Donte Moncrief","receiving_yds",64,9,NA,NA,NA,NA,NA,41,55,NA,37,45,26,0,NA,30,NA
"Donte Moncrief","receiving_tds",1,0,NA,NA,NA,NA,NA,1,1,NA,1,1,1,0,NA,1,NA
"Donte Moncrief","air_yds",70,31,NA,NA,NA,NA,NA,81,62,NA,54,133,26,63,NA,58,NA
"Donte Moncrief","yac_yds",15,1,NA,NA,NA,NA,NA,9,13,NA,3,28,8,0,NA,1,NA
"Donte Moncrief","fpts_ppr",18.4,1.9,NA,NA,NA,NA,NA,14,14.5,NA,13.7,16.5,12.6,0,NA,11,NA
"Dontrelle Inman","receiving_tar",3,3,4,11,3,1,6,7,9,9,NA,6,5,7,8,10,5
"Dontrelle Inman","receiving_rec",1,1,3,7,1,1,3,4,6,5,NA,6,2,6,5,3,4
"Dontrelle Inman","receiving_yds",6,7,32,120,3,11,58,72,56,43,NA,119,49,71,68,44,51
"Dontrelle Inman","receiving_tds",0,0,0,1,0,0,0,0,0,0,NA,1,1,1,0,0,0
"Dontrelle Inman","air_yds",22,22,52,106,69,6,69,79,84,52,NA,85,75,76,103,115,52
"Dontrelle Inman","yac_yds",2,1,4,57,1,5,3,9,11,19,NA,34,20,8,24,7,9
"Dontrelle Inman","fpts_ppr",1.6,1.7,6.2,25,1.3,2.1,8.8,11.2,11.6,9.3,NA,23.9,12.9,19.1,11.8,7.4,9.1
"Dorial Green-Beckham","receiving_tar",2,4,4,NA,4,4,4,9,5,NA,8,10,10,NA,3,2,5
"Dorial Green-Beckham","receiving_rec",2,2,3,NA,3,1,2,5,0,NA,5,6,4,NA,1,1,1
"Dorial Green-Beckham","receiving_yds",14,18,33,NA,43,23,8,55,0,NA,54,82,29,NA,11,7,15
"Dorial Green-Beckham","receiving_tds",0,0,0,NA,0,0,1,0,0,NA,1,0,0,NA,0,0,0
"Dorial Green-Beckham","air_yds",8,24,29,NA,18,59,42,74,86,NA,82,127,102,NA,30,7,75
"Dorial Green-Beckham","yac_yds",6,11,10,NA,39,6,6,13,0,NA,13,17,5,NA,3,8,8
"Dorial Green-Beckham","fpts_ppr",3.4,3.8,6.3,NA,7.3,3.3,8.8,10.5,0,NA,16.4,14.2,6.9,NA,2.1,1.7,2.5
"Doug Baldwin","receiving_tar",11,6,10,4,NA,5,9,6,6,8,5,8,7,11,6,19,4
"Doug Baldwin","receiving_rec",9,3,8,4,NA,4,6,4,6,6,4,7,7,6,5,13,2
"Doug Baldwin","receiving_yds",92,20,164,54,NA,31,69,51,89,59,104,34,65,46,35,171,44
"Doug Baldwin","receiving_tds",1,0,1,0,NA,0,0,0,0,3,0,0,0,0,1,1,0
"Doug Baldwin","air_yds",68,43,144,32,NA,8,59,39,59,74,73,17,18,126,81,207,61
"Doug Baldwin","yac_yds",35,9,48,22,NA,23,48,27,30,3,49,24,47,22,2,72,11
"Doug Baldwin","fpts_ppr",24.2,5,30,9.4,NA,7.1,12.9,9.1,14.9,29.9,19,10.4,13.5,10.6,14.5,36.7,6.4
"Dwayne Harris","receiving_tar",0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0
"Dwayne Harris","receiving_rec",0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0
"Dwayne Harris","receiving_yds",0,0,0,0,0,0,0,NA,0,0,0,13,0,0,0,0,0
"Dwayne Harris","receiving_tds",0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0
"Dwayne Harris","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"Dwayne Harris","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"Dwayne Harris","fpts_ppr",0,0,0,-2,0,0,0,NA,0,0,0,8.3,0,0,0,0,0
"Eddie Royal","receiving_tar",6,6,3,7,9,6,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA
"Eddie Royal","receiving_rec",4,4,3,7,7,4,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA
"Eddie Royal","receiving_yds",57,52,21,111,43,54,NA,NA,NA,24,13,-6,NA,NA,NA,NA,NA
"Eddie Royal","receiving_tds",1,0,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"Eddie Royal","air_yds",67,22,4,52,56,34,NA,NA,NA,6,4,-2,NA,NA,NA,NA,NA
"Eddie Royal","yac_yds",5,42,17,59,15,31,NA,NA,NA,23,14,-4,NA,NA,NA,NA,NA
"Eddie Royal","fpts_ppr",15.7,15.2,5.1,24.1,11.3,9.4,NA,NA,NA,3.4,3.3,0.4,NA,NA,NA,NA,NA
"Eli Rogers","receiving_tar",7,3,5,NA,NA,5,NA,NA,10,5,6,2,3,3,6,5,6
"Eli Rogers","receiving_rec",6,1,2,NA,NA,4,NA,NA,6,4,4,2,1,3,5,4,6
"Eli Rogers","receiving_yds",59,9,32,NA,NA,35,NA,NA,103,42,20,36,18,20,75,84,61
"Eli Rogers","receiving_tds",1,0,0,NA,NA,0,NA,NA,0,1,0,0,0,0,1,0,0
"Eli Rogers","air_yds",33,39,74,NA,NA,32,NA,NA,132,32,42,18,29,7,76,57,52
"Eli Rogers","yac_yds",35,1,7,NA,NA,10,NA,NA,28,12,11,18,21,13,7,32,9
"Eli Rogers","fpts_ppr",17.9,1.9,5.2,NA,NA,7.5,NA,NA,16.3,14.2,6,5.6,2.8,5,18.5,13,12.1
"Emmanuel Sanders","receiving_tar",8,8,13,13,9,6,8,10,11,9,NA,10,9,14,6,3,NA
"Emmanuel Sanders","receiving_rec",5,3,9,8,7,4,4,4,5,5,NA,7,3,11,3,1,NA
"Emmanuel Sanders","receiving_yds",49,39,117,88,80,40,86,68,47,54,NA,162,28,100,48,26,NA
"Emmanuel Sanders","receiving_tds",0,0,2,1,0,0,0,0,0,0,NA,1,0,1,0,0,NA
"Emmanuel Sanders","air_yds",68,67,80,184,97,93,122,182,145,94,NA,172,141,116,90,63,NA
"Emmanuel Sanders","yac_yds",4,8,48,11,9,6,30,4,8,20,NA,46,13,33,11,1,NA
"Emmanuel Sanders","fpts_ppr",9.9,6.9,32.7,22.8,15,8,12.6,10.8,9.7,10.4,NA,29.2,6.2,27,7.8,3.6,NA
"Eric Decker","receiving_tar",7,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Decker","receiving_rec",2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Decker","receiving_yds",37,126,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Decker","receiving_tds",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Decker","air_yds",85,150,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Decker","yac_yds",5,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Decker","fpts_ppr",11.7,24.6,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Weems","receiving_tar",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"Eric Weems","receiving_rec",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"Eric Weems","receiving_yds",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"Eric Weems","receiving_tds",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"Eric Weems","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Weems","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Weems","fpts_ppr",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"Freddie Martino","receiving_tar",NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,4,1,1,NA,1
"Freddie Martino","receiving_rec",NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,4,0,1,NA,1
"Freddie Martino","receiving_yds",NA,NA,NA,0,NA,NA,NA,NA,9,43,NA,NA,56,0,25,NA,9
"Freddie Martino","receiving_tds",NA,NA,NA,0,NA,NA,NA,NA,0,1,NA,NA,0,0,0,NA,0
"Freddie Martino","air_yds",NA,NA,NA,8,NA,NA,NA,NA,6,37,NA,NA,42,NA,18,NA,9
"Freddie Martino","yac_yds",NA,NA,NA,0,NA,NA,NA,NA,3,6,NA,NA,14,NA,7,NA,0
"Freddie Martino","fpts_ppr",NA,NA,NA,0,NA,NA,NA,NA,1.9,11.3,NA,NA,9.6,0,3.5,NA,1.9
"Geremy Davis","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Geremy Davis","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Geremy Davis","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Geremy Davis","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Geremy Davis","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"Geremy Davis","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Geremy Davis","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Geronimo Allison","receiving_tar",NA,NA,NA,NA,NA,NA,NA,4,1,2,1,NA,NA,NA,1,7,6
"Geronimo Allison","receiving_rec",NA,NA,NA,NA,NA,NA,NA,2,0,1,0,NA,NA,NA,1,4,4
"Geronimo Allison","receiving_yds",NA,NA,NA,NA,NA,NA,NA,21,0,17,0,NA,NA,NA,7,66,91
"Geronimo Allison","receiving_tds",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,0,0,1
"Geronimo Allison","air_yds",NA,NA,NA,NA,NA,NA,NA,40,13,25,5,NA,NA,NA,7,81,123
"Geronimo Allison","yac_yds",NA,NA,NA,NA,NA,NA,NA,0,0,7,0,NA,NA,NA,0,26,17
"Geronimo Allison","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,10.1,0,2.7,0,NA,NA,NA,1.7,10.6,19.1
"Golden Tate","receiving_tar",7,9,6,4,5,10,12,9,12,NA,4,7,10,11,13,6,10
"Golden Tate","receiving_rec",7,2,4,1,3,8,6,7,11,NA,3,5,8,6,8,6,6
"Golden Tate","receiving_yds",41,13,40,1,39,165,93,42,79,NA,27,77,145,58,122,58,77
"Golden Tate","receiving_tds",0,0,0,0,0,1,0,0,1,NA,0,0,1,0,0,0,1
"Golden Tate","air_yds",9,149,45,46,29,59,95,26,44,NA,34,93,89,74,161,33,104
"Golden Tate","yac_yds",32,6,22,1,28,113,81,32,44,NA,10,42,85,18,40,25,40
"Golden Tate","fpts_ppr",11.3,3.3,7.2,1.1,7.5,30.8,15.3,11.2,25,NA,3.1,12.7,28.5,11.7,20.2,11.8,20.4
"Greg Salas","receiving_tar",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Salas","receiving_rec",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Salas","receiving_yds",0,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Salas","receiving_tds",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Salas","air_yds",19,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Salas","yac_yds",0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Salas","fpts_ppr",0,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Griff Whalen","receiving_tar",NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"Griff Whalen","receiving_rec",NA,NA,NA,NA,NA,0,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA
"Griff Whalen","receiving_yds",NA,NA,NA,NA,NA,0,12,0,NA,10,NA,NA,NA,NA,NA,NA,NA
"Griff Whalen","receiving_tds",NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"Griff Whalen","air_yds",NA,NA,NA,NA,NA,1,1,5,NA,2,NA,NA,NA,NA,NA,NA,NA
"Griff Whalen","yac_yds",NA,NA,NA,NA,NA,0,11,0,NA,8,NA,NA,NA,NA,NA,NA,NA
"Griff Whalen","fpts_ppr",NA,NA,NA,NA,NA,0,2.2,0,NA,2,NA,NA,NA,NA,NA,NA,NA
"Harry Douglas","receiving_tar",5,NA,4,NA,NA,NA,NA,NA,2,NA,1,2,NA,2,NA,6,0
"Harry Douglas","receiving_rec",2,NA,2,NA,NA,NA,NA,NA,2,NA,1,2,NA,1,NA,5,0
"Harry Douglas","receiving_yds",21,NA,20,NA,NA,NA,NA,NA,48,NA,3,60,NA,10,NA,48,0
"Harry Douglas","receiving_tds",0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0
"Harry Douglas","air_yds",16,NA,40,NA,NA,NA,NA,NA,39,NA,2,55,NA,8,NA,69,NA
"Harry Douglas","yac_yds",13,NA,-2,NA,NA,NA,NA,NA,9,NA,1,5,NA,18,NA,6,NA
"Harry Douglas","fpts_ppr",4.1,NA,4,NA,NA,NA,NA,NA,6.8,NA,1.3,8,NA,2,NA,9.8,0
"Isaac Fruechte","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Isaac Fruechte","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Isaac Fruechte","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Isaac Fruechte","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Isaac Fruechte","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"Isaac Fruechte","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Isaac Fruechte","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Isaiah Burse","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,0,0,0,0,3
"Isaiah Burse","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0
"Isaiah Burse","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0
"Isaiah Burse","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0
"Isaiah Burse","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,43
"Isaiah Burse","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"Isaiah Burse","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0
"Jaelen Strong","receiving_tar",NA,1,4,6,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaelen Strong","receiving_rec",NA,0,1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaelen Strong","receiving_yds",NA,0,15,31,39,36,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaelen Strong","receiving_tds",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaelen Strong","air_yds",NA,6,30,28,68,37,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaelen Strong","yac_yds",NA,0,0,12,15,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaelen Strong","fpts_ppr",NA,0,2.5,8.1,8.9,4.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jakeem Grant","receiving_tar",0,NA,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0
"Jakeem Grant","receiving_rec",0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Jakeem Grant","receiving_yds",0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Jakeem Grant","receiving_tds",0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Jakeem Grant","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jakeem Grant","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jakeem Grant","fpts_ppr",0,NA,0,0,6,0,0,NA,0,-2,0,0,0,NA,0,0,0.1
"Jake Lampman","receiving_tar",NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
"Jake Lampman","receiving_rec",NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
"Jake Lampman","receiving_yds",NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
"Jake Lampman","receiving_tds",NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
"Jake Lampman","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jake Lampman","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jake Lampman","fpts_ppr",NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
"Jalin Marshall","receiving_tar",0,4,4,NA,NA,3,0,0,4,0,NA,3,NA,NA,NA,NA,4
"Jalin Marshall","receiving_rec",0,3,2,NA,NA,1,0,0,3,0,NA,2,NA,NA,NA,NA,3
"Jalin Marshall","receiving_yds",0,45,19,NA,NA,11,0,0,59,0,NA,6,NA,NA,NA,NA,22
"Jalin Marshall","receiving_tds",0,0,0,NA,NA,0,0,0,1,0,NA,0,NA,NA,NA,NA,1
"Jalin Marshall","air_yds",NA,43,25,NA,NA,10,NA,NA,47,NA,NA,21,NA,NA,NA,NA,44
"Jalin Marshall","yac_yds",NA,9,11,NA,NA,8,NA,NA,16,NA,NA,1,NA,NA,NA,NA,1
"Jalin Marshall","fpts_ppr",0,5.5,1.9,NA,NA,2.1,0,0,14.9,0,NA,2.6,NA,NA,NA,NA,11.2
"James Wright","receiving_tar",1,1,1,NA,NA,1,2,0,NA,NA,3,6,2,NA,1,1,0
"James Wright","receiving_rec",1,1,1,NA,NA,1,0,0,NA,NA,2,3,2,NA,1,1,0
"James Wright","receiving_yds",7,10,10,NA,NA,1,0,0,NA,NA,22,23,20,NA,5,8,0
"James Wright","receiving_tds",0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0
"James Wright","air_yds",-1,2,10,NA,NA,1,60,NA,NA,NA,48,62,10,NA,5,5,NA
"James Wright","yac_yds",8,8,0,NA,NA,0,0,NA,NA,NA,1,5,10,NA,0,3,NA
"James Wright","fpts_ppr",1.1,2,2,NA,NA,1.1,0,0,NA,NA,4.2,5.3,4,NA,1.5,1.8,0
"Jamison Crowder","receiving_tar",10,8,7,3,3,4,9,13,NA,6,3,10,8,5,5,2,3
"Jamison Crowder","receiving_rec",6,6,4,2,3,3,7,9,NA,4,3,8,3,2,4,1,2
"Jamison Crowder","receiving_yds",58,39,78,21,35,52,108,107,NA,37,102,88,42,37,24,3,16
"Jamison Crowder","receiving_tds",0,1,1,0,0,1,0,1,NA,1,1,0,1,0,0,0,0
"Jamison Crowder","air_yds",58,92,27,27,25,41,89,93,NA,68,70,41,53,73,10,20,17
"Jamison Crowder","yac_yds",27,7,65,10,10,15,49,69,NA,7,32,55,14,0,14,0,3
"Jamison Crowder","fpts_ppr",11.8,15.9,17.8,4.1,12.5,13.3,17.8,25.7,NA,14.4,19.2,16.8,13.2,5.7,4.4,1.3,3.6
"Jared Abbrederis","receiving_tar",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jared Abbrederis","receiving_rec",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jared Abbrederis","receiving_yds",8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jared Abbrederis","receiving_tds",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jared Abbrederis","air_yds",6,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jared Abbrederis","yac_yds",2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jared Abbrederis","fpts_ppr",1.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jarius Wright","receiving_tar",NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,7
"Jarius Wright","receiving_rec",NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,5
"Jarius Wright","receiving_yds",NA,NA,NA,NA,32,NA,NA,NA,NA,9,NA,NA,NA,NA,2,NA,24
"Jarius Wright","receiving_tds",NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,1
"Jarius Wright","air_yds",NA,NA,NA,NA,20,NA,NA,NA,NA,-1,NA,NA,NA,NA,12,NA,25
"Jarius Wright","yac_yds",NA,NA,NA,NA,12,NA,NA,NA,NA,10,NA,NA,NA,NA,5,NA,15
"Jarius Wright","fpts_ppr",NA,NA,NA,NA,7.2,NA,NA,NA,NA,1.9,NA,NA,NA,NA,1.2,NA,13.4
"Jaron Brown","receiving_tar",2,2,6,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaron Brown","receiving_rec",1,2,3,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaron Brown","receiving_yds",18,78,49,7,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaron Brown","receiving_tds",0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaron Brown","air_yds",27,58,67,67,47,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaron Brown","yac_yds",0,20,24,2,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaron Brown","fpts_ppr",2.8,15.8,7.9,1.7,0,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jarvis Landry","receiving_tar",10,13,12,10,3,9,8,NA,6,6,5,7,14,6,4,6,12
"Jarvis Landry","receiving_rec",7,10,7,7,3,7,5,NA,3,6,5,4,11,4,3,3,9
"Jarvis Landry","receiving_yds",59,137,120,61,28,91,78,NA,33,53,28,47,87,103,108,29,76
"Jarvis Landry","receiving_tds",0,0,1,0,0,0,0,NA,0,0,1,0,0,0,1,0,1
"Jarvis Landry","air_yds",28,81,138,58,20,60,81,NA,36,35,9,72,66,40,30,33,54
"Jarvis Landry","yac_yds",40,64,43,25,8,42,31,NA,29,18,19,11,62,81,81,33,31
"Jarvis Landry","fpts_ppr",12.9,21.7,26.6,13.1,6,16.1,14.8,NA,6.3,11.3,13.8,8.7,19.6,12.3,19.8,5.9,22.6
"J.D. McKissic","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"J.D. McKissic","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"J.D. McKissic","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
