"full_name","variable","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17"
"Byron Marshall","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2
"Byron Marshall","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1
"Byron Marshall","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4
"Byron Marshall","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Byron Marshall","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,11
"Byron Marshall","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,0
"Byron Marshall","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,5.6
"Cameron Meredith","receiving_tar",NA,NA,3,5,12,15,2,2,NA,2,4,9,4,8,13,12,6
"Cameron Meredith","receiving_rec",NA,NA,2,4,9,11,1,1,NA,1,4,2,3,6,9,9,4
"Cameron Meredith","receiving_yds",NA,NA,24,28,130,113,12,24,NA,50,49,19,67,72,104,135,61
"Cameron Meredith","receiving_tds",NA,NA,0,0,1,0,0,0,NA,1,0,0,0,1,0,1,0
"Cameron Meredith","air_yds",NA,NA,50,17,97,103,64,66,NA,59,49,77,49,53,94,128,65
"Cameron Meredith","yac_yds",NA,NA,3,16,59,72,0,0,NA,0,0,2,18,36,48,45,10
"Cameron Meredith","fpts_ppr",NA,NA,2.4,6.8,26.6,22.3,2.2,3.4,NA,12,8.9,3.9,9.7,19.2,19.4,28.5,14.18
"Cecil Shorts","receiving_tar",NA,2,NA,NA,NA,NA,NA,4,4,5,7,3,2,NA,NA,NA,NA
"Cecil Shorts","receiving_rec",NA,1,NA,NA,NA,NA,NA,0,1,2,5,1,1,NA,NA,NA,NA
"Cecil Shorts","receiving_yds",NA,12,NA,NA,NA,NA,NA,0,20,38,62,6,14,NA,NA,NA,NA
"Cecil Shorts","receiving_tds",NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
"Cecil Shorts","air_yds",NA,27,NA,NA,NA,NA,NA,65,21,62,77,89,52,NA,NA,NA,NA
"Cecil Shorts","yac_yds",NA,5,NA,NA,NA,NA,NA,0,20,6,13,0,1,NA,NA,NA,NA
"Cecil Shorts","fpts_ppr",NA,2.2,NA,NA,NA,NA,NA,0,3,5.8,11.2,1.6,2.4,NA,NA,NA,NA
"Charles Johnson","receiving_tar",6,2,2,4,1,NA,1,0,3,NA,NA,2,5,1,5,4,1
"Charles Johnson","receiving_rec",1,2,0,2,1,NA,0,0,1,NA,NA,2,3,1,5,1,1
"Charles Johnson","receiving_yds",5,15,0,70,2,NA,0,0,9,NA,NA,12,36,6,50,16,11
"Charles Johnson","receiving_tds",0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0
"Charles Johnson","air_yds",98,9,31,88,-2,NA,34,NA,45,NA,NA,11,79,6,27,65,10
"Charles Johnson","yac_yds",5,6,0,17,4,NA,0,NA,6,NA,NA,1,4,0,23,3,1
"Charles Johnson","fpts_ppr",1.5,3.5,0,9,1.2,NA,0,0,1.9,NA,NA,3.2,6.6,1.6,10,2.6,2.1
"Charone Peake","receiving_tar",NA,NA,NA,3,1,10,2,1,0,2,NA,NA,2,2,4,3,5
"Charone Peake","receiving_rec",NA,NA,NA,3,1,5,1,1,0,2,NA,NA,0,1,2,1,2
"Charone Peake","receiving_yds",NA,NA,NA,30,6,43,8,13,0,9,NA,NA,0,10,18,27,22
"Charone Peake","receiving_tds",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0
"Charone Peake","air_yds",NA,NA,NA,24,1,69,8,13,6,7,NA,NA,14,28,44,41,68
"Charone Peake","yac_yds",NA,NA,NA,6,5,22,6,0,0,2,NA,NA,0,2,9,17,2
"Charone Peake","fpts_ppr",NA,NA,NA,12,1.6,9.3,1.8,2.3,0,2.9,NA,NA,0,2,3.8,3.7,4.2
"Chester Rogers","receiving_tar",NA,1,2,3,6,4,3,NA,0,NA,0,1,0,2,5,0,7
"Chester Rogers","receiving_rec",NA,0,0,2,3,4,2,NA,0,NA,0,0,0,1,3,0,4
"Chester Rogers","receiving_yds",NA,0,0,39,24,63,30,NA,0,NA,0,0,0,21,24,0,72
"Chester Rogers","receiving_tds",NA,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0
"Chester Rogers","air_yds",NA,NA,34,41,82,26,42,NA,NA,NA,NA,1,NA,21,30,NA,121
"Chester Rogers","yac_yds",NA,NA,0,3,0,37,5,NA,NA,NA,NA,0,NA,0,8,NA,1
"Chester Rogers","fpts_ppr",NA,0,0,5.9,5.4,10.3,5,NA,0,NA,0,0,0,3.1,5.4,0,11.2
"Chris Conley","receiving_tar",7,4,5,7,NA,4,2,5,4,3,8,4,2,3,4,2,5
"Chris Conley","receiving_rec",4,2,3,6,NA,3,2,3,3,1,4,3,0,2,2,2,4
"Chris Conley","receiving_yds",43,15,44,70,NA,26,29,59,28,12,28,26,0,70,11,14,55
"Chris Conley","receiving_tds",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Conley","air_yds",82,32,54,66,NA,47,26,37,16,22,74,15,56,45,19,12,56
"Chris Conley","yac_yds",9,3,17,14,NA,8,3,31,12,12,4,11,0,33,4,2,4
"Chris Conley","fpts_ppr",8.3,3.5,7.4,13,NA,5.6,4.9,8.9,5.8,2.2,6.8,5.6,0,9,3.1,3.4,9.5
"Chris Harper","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,5,3,1,3
"Chris Harper","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,1,1,3,1,3
"Chris Harper","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,32,6,8,26,1,25
"Chris Harper","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Chris Harper","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6,41,9,43,11,1,17
"Chris Harper","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,11,1,0,15,0,8
"Chris Harper","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,5.2,1.6,1.8,5.6,1.1,5.5
"Chris Hogan","receiving_tar",4,6,3,2,5,1,2,4,NA,3,NA,5,5,7,2,5,4
"Chris Hogan","receiving_rec",3,4,1,0,4,1,2,4,NA,0,NA,4,4,5,1,1,4
"Chris Hogan","receiving_yds",60,59,3,0,114,39,25,91,NA,0,NA,70,23,129,18,22,27
"Chris Hogan","receiving_tds",1,0,0,0,0,0,0,1,NA,0,NA,0,1,1,0,0,0
"Chris Hogan","air_yds",41,80,72,56,116,15,20,70,NA,67,NA,55,48,70,31,55,6
"Chris Hogan","yac_yds",33,21,6,0,13,24,5,21,NA,0,NA,21,2,71,0,3,21
"Chris Hogan","fpts_ppr",15,9.9,1.3,0,15.6,4.9,2.5,19.1,NA,0,NA,11,12.3,24.6,2.8,3.2,6.7
"Chris Moore","receiving_tar",2,2,1,4,NA,0,4,NA,0,0,NA,0,2,1,0,0,0
"Chris Moore","receiving_rec",1,1,1,1,NA,0,2,NA,0,0,NA,0,0,1,0,0,0
"Chris Moore","receiving_yds",13,9,2,6,NA,0,11,NA,0,0,NA,0,0,5,0,0,0
"Chris Moore","receiving_tds",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0
"Chris Moore","air_yds",4,31,22,36,NA,NA,60,NA,NA,NA,NA,NA,7,3,NA,NA,NA
"Chris Moore","yac_yds",10,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA
"Chris Moore","fpts_ppr",2.3,1.9,1.2,1.6,NA,0,3.1,NA,0.2,1,NA,0,0.7,1.5,0,0,0
"Cobi Hamilton","receiving_tar",NA,NA,NA,NA,NA,2,6,NA,1,1,5,1,3,2,2,1,4
"Cobi Hamilton","receiving_rec",NA,NA,NA,NA,NA,2,3,NA,0,1,2,1,2,1,1,1,3
"Cobi Hamilton","receiving_yds",NA,NA,NA,NA,NA,36,36,NA,0,39,11,5,11,15,21,6,54
"Cobi Hamilton","receiving_tds",NA,NA,NA,NA,NA,1,0,NA,0,0,0,0,0,0,0,0,1
"Cobi Hamilton","air_yds",NA,NA,NA,NA,NA,32,95,NA,29,35,24,5,12,14,32,3,88
"Cobi Hamilton","yac_yds",NA,NA,NA,NA,NA,4,0,NA,0,4,5,0,3,1,1,3,1
"Cobi Hamilton","fpts_ppr",NA,NA,NA,NA,NA,11.6,6.6,NA,0,4.9,3.1,1.5,3.1,2.5,3.1,1.6,14.4
"Cody Core","receiving_tar",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,2,2,3,14,5
"Cody Core","receiving_rec",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,2,1,2,8,4
"Cody Core","receiving_yds",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,58,8,13,39,82
"Cody Core","receiving_tds",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Cody Core","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,11,1,111,36
"Cody Core","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,15,23,60
"Cody Core","fpts_ppr",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,7.8,1.8,3.3,11.9,12.2
"Cody Latimer","receiving_tar",0,2,1,2,0,NA,NA,NA,NA,0,NA,NA,1,2,0,2,5
"Cody Latimer","receiving_rec",0,2,1,0,0,NA,NA,NA,NA,0,NA,NA,1,1,0,0,3
"Cody Latimer","receiving_yds",0,12,10,0,0,NA,NA,NA,NA,0,NA,NA,10,16,0,0,28
"Cody Latimer","receiving_tds",0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0
"Cody Latimer","air_yds",NA,11,10,26,NA,NA,NA,NA,NA,NA,NA,NA,10,14,NA,18,101
"Cody Latimer","yac_yds",NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,0,17
"Cody Latimer","fpts_ppr",0,3.2,2,0,0,NA,NA,NA,NA,0,NA,NA,2,2.6,0,0,5.8
"Cole Beasley","receiving_tar",12,6,7,4,4,6,NA,7,6,9,6,6,4,7,5,5,4
"Cole Beasley","receiving_rec",8,5,7,3,4,6,NA,4,6,5,5,5,2,4,4,4,3
"Cole Beasley","receiving_yds",65,75,73,66,53,58,NA,53,56,33,59,56,23,41,48,25,49
"Cole Beasley","receiving_tds",0,0,0,0,1,2,NA,0,1,0,1,0,0,0,0,0,0
"Cole Beasley","air_yds",86,47,48,19,30,5,NA,55,35,56,34,50,28,41,35,9,5
"Cole Beasley","yac_yds",23,34,25,56,23,53,NA,8,21,8,26,21,11,24,22,22,55
"Cole Beasley","fpts_ppr",14.5,12.5,14.3,10.3,15.3,23.8,NA,9.3,17.6,8.3,16.9,10.6,4.3,8.1,8.8,6.5,7.9
"Cordarrelle Patterson","receiving_tar",1,0,1,6,6,NA,7,3,8,4,8,5,3,4,8,4,2
"Cordarrelle Patterson","receiving_rec",1,0,1,5,4,NA,7,3,6,3,4,5,2,3,5,2,1
"Cordarrelle Patterson","receiving_yds",6,0,8,38,39,NA,67,36,45,17,53,15,10,18,49,13,39
"Cordarrelle Patterson","receiving_tds",0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0
"Cordarrelle Patterson","air_yds",6,NA,0,1,26,NA,33,2,39,21,28,14,14,9,56,46,50
"Cordarrelle Patterson","yac_yds",0,NA,8,43,27,NA,34,34,45,14,53,6,4,14,35,2,10
"Cordarrelle Patterson","fpts_ppr",2.4,-0.2,1.8,9,14.6,NA,19.7,6.6,10.5,4.7,15.3,8.7,3.6,4.8,9.9,3.3,4.9
"Corey Brown","receiving_tar",2,6,5,7,4,4,NA,5,2,1,3,0,2,3,4,2,3
"Corey Brown","receiving_rec",1,3,4,5,2,2,NA,1,1,1,0,0,0,1,3,1,2
"Corey Brown","receiving_yds",11,15,57,48,13,33,NA,3,11,3,0,0,0,8,42,12,20
"Corey Brown","receiving_tds",0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0
"Corey Brown","air_yds",4,36,61,71,44,54,NA,35,4,0,21,NA,13,48,40,56,52
"Corey Brown","yac_yds",7,5,15,13,0,12,NA,3,10,3,0,NA,0,8,6,4,21
"Corey Brown","fpts_ppr",2.1,4.5,9.7,15.8,3.3,3.3,NA,1.3,2.1,1.3,0,0,-0.3,2.7,7.2,2.2,4
"Corey Coleman","receiving_tar",5,8,NA,NA,NA,NA,NA,NA,7,5,12,7,NA,11,4,5,9
"Corey Coleman","receiving_rec",2,5,NA,NA,NA,NA,NA,NA,3,3,4,3,NA,3,3,2,5
"Corey Coleman","receiving_yds",69,104,NA,NA,NA,NA,NA,NA,41,17,39,38,NA,26,24,15,40
"Corey Coleman","receiving_tds",0,2,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,0,0,0
"Corey Coleman","air_yds",125,142,NA,NA,NA,NA,NA,NA,116,33,136,89,NA,182,67,89,53
"Corey Coleman","yac_yds",7,14,NA,NA,NA,NA,NA,NA,4,7,5,13,NA,19,16,5,7
"Corey Coleman","fpts_ppr",8.9,27.4,NA,NA,NA,NA,NA,NA,7.1,4.7,7.9,12.8,NA,5.7,5.4,3.5,9.9
"Damiere Byrd","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Damiere Byrd","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Damiere Byrd","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"Damiere Byrd","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Damiere Byrd","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Damiere Byrd","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"Damiere Byrd","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6
"Daniel Braverman","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"Daniel Braverman","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Daniel Braverman","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Daniel Braverman","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Daniel Braverman","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA
"Daniel Braverman","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"Daniel Braverman","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"Danny Amendola","receiving_tar",4,4,2,2,2,2,0,4,NA,1,3,1,4,NA,NA,NA,NA
"Danny Amendola","receiving_rec",3,4,2,0,2,2,0,3,NA,1,2,1,3,NA,NA,NA,NA
"Danny Amendola","receiving_yds",48,50,23,0,11,30,0,29,NA,14,2,8,30,NA,NA,NA,NA
"Danny Amendola","receiving_tds",0,2,0,0,0,0,0,1,NA,0,1,0,0,NA,NA,NA,NA
"Danny Amendola","air_yds",47,35,10,53,0,24,NA,18,NA,13,23,-1,26,NA,NA,NA,NA
"Danny Amendola","yac_yds",5,15,13,0,11,6,NA,12,NA,1,1,9,9,NA,NA,NA,NA
"Danny Amendola","fpts_ppr",7.8,19,4.3,0,3.1,5,0,11.9,NA,2.4,8.2,1.8,6,NA,NA,NA,NA
"Darrius Heyward-Bey","receiving_tar",NA,2,1,1,NA,2,7,NA,2,NA,NA,NA,NA,NA,NA,NA,4
"Darrius Heyward-Bey","receiving_rec",NA,1,0,1,NA,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1
"Darrius Heyward-Bey","receiving_yds",NA,7,0,31,NA,0,30,NA,0,NA,NA,NA,NA,NA,NA,NA,46
"Darrius Heyward-Bey","receiving_tds",NA,0,0,1,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0
"Darrius Heyward-Bey","air_yds",NA,0,50,29,NA,50,56,NA,75,NA,NA,NA,NA,NA,NA,NA,150
"Darrius Heyward-Bey","yac_yds",NA,10,0,2,NA,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,0
"Darrius Heyward-Bey","fpts_ppr",NA,1.7,0,10.1,NA,12,12,NA,0,NA,NA,NA,NA,NA,NA,NA,5.6
"Davante Adams","receiving_tar",7,7,2,NA,8,3,16,14,8,9,6,6,7,6,6,7,9
"Davante Adams","receiving_rec",3,3,2,NA,5,2,13,12,4,6,3,5,1,4,2,4,6
"Davante Adams","receiving_yds",50,26,23,NA,85,34,132,74,41,156,42,113,17,104,25,44,31
"Davante Adams","receiving_tds",1,0,1,NA,1,0,2,0,1,0,0,2,0,1,0,1,2
"Davante Adams","air_yds",131,77,14,NA,93,38,161,63,90,166,36,89,187,113,89,55,36
"Davante Adams","yac_yds",6,6,9,NA,27,1,29,58,28,76,29,25,1,41,14,15,21
"Davante Adams","fpts_ppr",14,3.6,10.3,NA,19.5,5.4,38.2,19.4,14.1,21.6,7.2,28.3,2.7,20.4,4.5,14.4,23.1
"DeAndre Hopkins","receiving_tar",8,11,8,6,9,15,12,7,NA,13,6,10,8,4,17,6,11
"DeAndre Hopkins","receiving_rec",5,7,4,1,5,9,5,4,NA,5,5,5,3,2,8,3,7
"DeAndre Hopkins","receiving_yds",54,113,56,4,56,71,36,44,NA,48,58,70,58,33,87,43,123
"DeAndre Hopkins","receiving_tds",1,1,0,0,1,0,0,0,NA,0,0,0,1,0,0,0,0
"DeAndre Hopkins","air_yds",92,130,104,69,74,148,180,79,NA,141,47,197,93,75,196,48,120
"DeAndre Hopkins","yac_yds",0,26,1,1,18,20,13,12,NA,18,19,29,14,9,9,21,69
"DeAndre Hopkins","fpts_ppr",16.4,24.3,9.6,1.4,16.6,16.1,8.6,8.4,NA,9.8,10.8,12,14.8,5.3,16.7,7.3,19.3
"DeAndre Smelter","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"DeAndre Smelter","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"DeAndre Smelter","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"DeAndre Smelter","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DeAndre Smelter","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"DeAndre Smelter","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"DeAndre Smelter","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3
"De'Anthony Thomas","receiving_tar",NA,NA,NA,NA,NA,2,2,1,0,NA,0,1,0,1,2,NA,0
"De'Anthony Thomas","receiving_rec",NA,NA,NA,NA,NA,2,2,0,0,NA,0,1,0,1,1,NA,0
"De'Anthony Thomas","receiving_yds",NA,NA,NA,NA,NA,14,12,0,0,NA,0,4,0,1,4,NA,0
"De'Anthony Thomas","receiving_tds",NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,NA,0
"De'Anthony Thomas","air_yds",NA,NA,NA,NA,NA,14,-3,12,NA,NA,NA,1,NA,1,7,NA,NA
"De'Anthony Thomas","yac_yds",NA,NA,NA,NA,NA,0,15,0,NA,NA,NA,3,NA,0,6,NA,NA
"De'Anthony Thomas","fpts_ppr",NA,NA,NA,NA,NA,3.4,3.2,0.2,0,NA,0,1.4,2.3,1.1,1.8,NA,0
"DeMarcus Ayers","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12
"DeMarcus Ayers","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5
"DeMarcus Ayers","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,44
"DeMarcus Ayers","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"DeMarcus Ayers","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,126
"DeMarcus Ayers","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25
"DeMarcus Ayers","fpts_ppr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,14.2
"Demarcus Robinson","receiving_tar",NA,0,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA
"Demarcus Robinson","receiving_rec",NA,0,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA
"Demarcus Robinson","receiving_yds",NA,0,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA
"Demarcus Robinson","receiving_tds",NA,0,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA
"Demarcus Robinson","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demarcus Robinson","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demarcus Robinson","fpts_ppr",NA,0,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA
"Demaryius Thomas","receiving_tar",6,7,7,7,7,10,10,10,10,11,NA,8,10,16,11,8,6
"Demaryius Thomas","receiving_rec",4,5,6,6,5,5,6,5,5,8,NA,5,6,10,7,3,4
"Demaryius Thomas","receiving_yds",48,90,100,94,49,35,40,79,56,87,NA,60,61,126,91,20,47
"Demaryius Thomas","receiving_tds",0,0,1,1,1,0,1,0,0,1,NA,0,0,0,0,0,0
"Demaryius Thomas","air_yds",40,68,73,80,104,75,82,146,80,113,NA,74,98,166,137,90,76
"Demaryius Thomas","yac_yds",20,53,36,22,24,12,17,8,3,20,NA,14,17,22,28,3,23
"Demaryius Thomas","fpts_ppr",8.8,14,20,21.4,15.9,6.5,16,12.9,10.6,22.7,NA,11,12.1,22.6,16.1,5,8.7
"Deonte Thompson","receiving_tar",0,0,0,0,0,NA,2,1,NA,0,1,9,3,4,10,4,2
"Deonte Thompson","receiving_rec",0,0,0,0,0,NA,1,0,NA,0,1,5,2,2,8,3,0
"Deonte Thompson","receiving_yds",0,0,0,0,0,NA,4,0,NA,0,10,44,19,28,110,34,0
"Deonte Thompson","receiving_tds",0,0,0,0,0,NA,0,0,NA,0,0,1,0,0,0,1,0
"Deonte Thompson","air_yds",NA,NA,NA,NA,NA,NA,5,50,NA,NA,-3,113,27,53,162,67,18
"Deonte Thompson","yac_yds",NA,NA,NA,NA,NA,NA,6,0,NA,NA,13,5,1,4,8,6,0
"Deonte Thompson","fpts_ppr",0,0,0,0,0,NA,1.4,0,NA,0,2,15.4,1.9,4.8,19,12.4,0
"DeSean Jackson","receiving_tar",10,5,8,2,7,9,8,7,NA,NA,6,8,4,4,10,7,5
"DeSean Jackson","receiving_rec",6,3,5,1,3,4,5,3,NA,NA,4,4,1,3,7,5,2
"DeSean Jackson","receiving_yds",102,40,96,5,35,55,35,48,NA,NA,51,118,59,102,111,114,34
"DeSean Jackson","receiving_tds",0,0,1,0,0,0,0,0,NA,NA,1,1,0,1,0,0,0
"DeSean Jackson","air_yds",100,94,121,20,74,127,101,117,NA,NA,55,143,74,79,104,157,145
"DeSean Jackson","yac_yds",36,28,17,0,12,11,1,7,NA,NA,11,31,13,32,27,51,4
"DeSean Jackson","fpts_ppr",16.2,7,20.6,1.5,6.5,9.5,8.5,7.8,NA,NA,15.1,21.8,6.9,19.2,18.1,16.4,5.4
"DeVante Parker","receiving_tar",NA,13,6,3,3,7,4,NA,4,8,10,6,4,3,3,7,7
"DeVante Parker","receiving_rec",NA,8,3,2,2,5,3,NA,2,5,8,3,3,2,1,4,5
"DeVante Parker","receiving_yds",NA,106,51,20,70,28,20,NA,8,103,79,64,34,14,17,85,45
"DeVante Parker","receiving_tds",NA,0,1,0,0,0,0,NA,0,0,1,0,1,0,0,1,0
"DeVante Parker","air_yds",NA,178,95,13,56,57,49,NA,45,71,145,129,53,18,50,58,31
"DeVante Parker","yac_yds",NA,27,5,15,18,9,3,NA,0,55,8,5,9,1,4,59,18
"DeVante Parker","fpts_ppr",NA,18.6,14.1,4,9,7.8,5,NA,2.8,15.3,21.9,9.4,12.4,3.4,2.7,18.5,9.5
"Devin Funchess","receiving_tar",4,4,2,3,NA,6,NA,4,5,4,7,2,4,5,3,5,NA
"Devin Funchess","receiving_rec",1,2,0,2,NA,2,NA,3,1,3,2,2,2,2,0,1,NA
"Devin Funchess","receiving_yds",9,19,0,56,NA,28,NA,38,28,56,32,19,44,33,0,9,NA
"Devin Funchess","receiving_tds",0,1,0,0,NA,1,NA,0,0,1,0,0,0,1,0,0,NA
"Devin Funchess","air_yds",36,30,49,35,NA,65,NA,24,88,67,87,18,61,76,21,104,NA
"Devin Funchess","yac_yds",0,4,0,35,NA,0,NA,19,16,4,2,1,8,11,0,3,NA
"Devin Funchess","fpts_ppr",1.9,9.9,0,7.6,NA,12.8,NA,6.8,3.8,14.6,5.2,3.9,6.4,11.3,0,1.9,NA
"Devin Hester","receiving_tar",0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,NA,NA
"Devin Hester","receiving_rec",0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,NA,NA
"Devin Hester","receiving_yds",0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,NA,NA
"Devin Hester","receiving_tds",0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,NA,NA
"Devin Hester","air_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Hester","yac_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Hester","fpts_ppr",0,0,-2,0,0,NA,0,NA,0,0,0,0,0,0,NA,NA,NA
"Devin Smith","receiving_tar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
"Devin Smith","receiving_rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"Devin Smith","receiving_yds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA
"Devin Smith","receiving_tds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
